nm_titulo,vl_media_taxa_homicidios,vl_avaliacao_media_ativos_fundo,vl_quantidade_imoveis,nm_setor,vl_valor,vl_liquidez_media_diaria,vl_pvp,vl_dividendo,vl_yeld,vl_soma_yield_3m,vl_soma_yield_6m,vl_soma_yield_12m,vl_media_yield_3m,vl_media_yield_6m,vl_media_yield_12m,vl_soma_yield_ano_corrente,vl_variacao_cotacao_mes,vl_rentabilidade_mes,vl_rentabilidade,vl_patrimonio,vl_vpa,vl_pvpa,vl_vpa_yield,vl_vpa_change,vl_vpa_rent_m,vl_vpa_rent,vl_ativos,vl_volatility,vl_numero_cotista,dt_inclusao,vl_vacancia_fisica,vl_vacancia_financeira
HGPO11,,,,Lajes Corporativas,"308,58","1.208.218,08","1,00","1,50","0,49 %","1,51 %","3,12 %","6,62 %","0,50 %","0,52 %","0,55 %",,"2,04 %","3,72 %","4,23 %","12,02 %","541.116.903,89","308,67",,,,,"3,11 %",,,2024-06-01,,
HGRE11,,,,Lajes Corporativas,"130,05","1.884.487,71","0,85","0,78","0,60 %","1,78 %","3,92 %","7,81 %","0,59 %","0,65 %","0,65 %",,"2,68 %","0,04 %","0,64 %","2,94 %","1.809.252.331,43","153,10",,,,,"-2,42 %",,,2024-06-01,,
HGRS11,,,,Imóveis Residenciais,,,,"29,32","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"58.983.088,31","92,86",,,,,"0,00 %",,,2024-06-01,,
HGRU11,,,,Misto,"135,50","2.849.665,00","1,07","0,85","0,62 %","1,85 %","4,78 %","9,10 %","0,62 %","0,80 %","0,76 %",,"3,49 %","-0,48 %","0,14 %","4,80 %","2.335.963.870,48","126,91",,,,,"3,27 %",,,2024-06-01,,
HILG11,,,,Indefinido,,,,"0,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"98.437.639,66",,,,,,,,,2024-06-01,,
HLOG11,,,,Imóveis Industriais e Logísticos,"84,01","77.764,25","0,72","0,46","0,53 %","1,65 %","3,86 %","8,16 %","0,55 %","0,64 %","0,68 %",,"2,41 %","5,17 %","5,73 %","-1,55 %","495.727.246,16","116,64",,,,,"0,15 %",,,2024-06-01,,
HOFC11,,,,Lajes Corporativas,"31,01","326.461,88","0,45","0,25","1,34 %","2,41 %","4,24 %","9,71 %","0,80 %","0,71 %","0,81 %",,"1,34 %","-7,01 %","-5,77 %","-5,77 %","263.345.832,17",,,,,,,,,2024-06-01,,
HOSI11,,,,Imóveis Residenciais,"88,98","27.143,42","0,97","0,61","0,68 %","2,59 %","5,53 %","12,13 %","0,86 %","0,92 %","1,01 %",,"3,92 %","-0,56 %","0,12 %","12,89 %","52.764.990,44","92,01",,,,,"-0,05 %",,,2024-06-01,,
HPDP11,,,,Shoppings,"88,00","3.458,61","0,92","0,53","0,59 %","1,80 %","3,02 %","7,65 %","0,60 %","0,50 %","0,64 %",,"2,40 %","2,76 %","3,36 %","6,54 %","314.176.927,98","95,55",,,,,"7,05 %",,,2024-06-01,,
HRDF11,,,,Fundo de Desenvolvimento,"3,82","1.945,71","0,48","5,40",,,,,,,,,,,,,"12.124.093,87",,,,,,,,,2024-06-01,,
HREC11,,,,Papéis,"8,68","162.880,54","0,94","0,08","0,91 %","2,73 %","5,71 %","12,02 %","0,91 %","0,95 %","1,00 %",,"3,68 %","0,11 %","1,02 %","8,94 %","476.202.043,31","9,23",,,,,"-89,62 %",,,2024-06-01,,
HSAF11,,,,Papéis,"89,40","756.080,25","0,97","1,00","1,10 %","3,08 %","5,86 %","12,38 %","1,03 %","0,98 %","1,03 %",,"3,95 %","3,46 %","4,60 %","10,99 %","232.578.983,59","92,06",,,,,"0,79 %",,,2024-06-01,,
HSLG11,,,,Imóveis Industriais e Logísticos,"96,80","685.012,54","0,94","0,74","0,75 %","2,28 %","4,65 %","9,43 %","0,76 %","0,78 %","0,79 %",,"3,03 %","2,45 %","3,22 %","12,19 %","1.306.981.868,48","103,24",,,,,"-1,62 %",,,2024-06-01,,
HSML11,,,,Shoppings,"98,05","6.199.873,92","1,01","0,80","0,82 %","2,44 %","4,83 %","9,67 %","0,81 %","0,81 %","0,81 %",,"3,23 %","0,94 %","1,77 %","8,07 %","1.970.991.018,67","96,53",,,,,"-1,08 %",,,2024-06-01,,
HSRE11,,,,Misto,"109,00","1.587.243,92","1,16","0,60","0,56 %","1,69 %","3,36 %","5,14 %","0,56 %","0,56 %","0,43 %",,"2,26 %","-0,09 %","0,47 %","2,90 %","833.897.228,42","93,71",,,,,"-2,43 %",,,2024-06-01,,
HTMX11,,,,Hotéis,"175,78","1.382.435,00","1,19","1,66","0,92 %","3,11 %","9,17 %","18,80 %","1,04 %","1,53 %","1,57 %",,"4,75 %","16,45 %","17,52 %","6,46 %","221.438.224,77","147,20",,,,,"4,88 %",,,2024-06-01,,
HUCG11,,,,Hospitalar,"93,00","754.479,67","0,90","0,22","0,20 %","0,40 %","0,83 %","2,95 %","0,13 %","0,14 %","0,25 %",,"0,20 %","8,00 %","8,22 %","8,22 %","116.571.687,43",,,,,,,,,2024-06-01,,
HUSC11,,,,Hospitalar,"112,39","4.447,88","0,73","0,85","0,75 %","2,24 %","3,84 %","8,88 %","0,75 %","0,64 %","0,74 %",,"2,24 %","0,04 %","0,79 %","-0,04 %","130.797.616,61","154,98",,,,,"5,61 %",,,2024-06-01,,
HUSI11,,,,Hospitalar,"1.195,00","5.443,67","1,01","8,18","0,68 %","2,00 %","2,70 %","3,38 %","0,67 %","0,45 %","0,28 %",,"2,70 %","0,00 %","0,68 %","1,59 %","138.145.163,39","1.187,20",,,,,"19,54 %",,,2024-06-01,,
IAAG11,,,,Indefinido,"8,98","41.471,29","0,93","0,11","1,24 %","3,66 %","6,39 %","8,50 %","1,22 %","1,07 %","1,06 %",,"4,55 %","-1,78 %","-0,56 %","-4,65 %","52.611.314,70","9,66",,,,,"0,00 %",,,2024-06-01,,
IAGR11,,,,Indefinido,"3,95","42.713,75","0,47","0,03","0,60 %","2,21 %","3,30 %","3,30 %","0,74 %","1,10 %","1,10 %",,"3,30 %","-12,08 %","-11,55 %","2,97 %","23.321.226,97","8,37",,,,,"0,00 %",,,2024-06-01,,
IBCR11,,,,Papéis,"79,19","138.733,38","0,83","0,90","1,10 %","3,53 %","7,29 %","14,41 %","1,18 %","1,22 %","1,20 %",,"3,53 %","-0,15 %","0,95 %","8,85 %","91.844.324,75","95,83",,,,,"2,03 %",,,2024-06-01,,
IBFF11,,,,Fundo de Fundos,"66,40","162.549,50","4,49","14,79","0,00 %","0,44 %","2,85 %","8,02 %","0,15 %","0,48 %","0,67 %",,"6,25 %","0,00 %","0,00 %",,"9.855.905,16","14,78",,,,,"-79,09 %",,,2024-06-01,,
ICNE11,,,,Imóveis Residenciais,,,,"10,37","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"116.841.445,26",,,,,,,,,2024-06-01,,
IDFI11,,,,Indefinido,"14,72","62.883,67","0,66","2,75",,,,,,,,,,,,,"45.679.132,16","22,20",,,,,"-60,33 %",,,2024-06-01,,
IDGR11,,,,Misto,"12,94","434,82","1,62","1,00",,,,,,,,,,,,,"7.062.918,63",,,,,,,,,2024-06-01,,
IFRA11,,,,Indefinido,"110,65","2.330.335,38",,"1,10","0,98 %","2,99 %","6,10 %","12,16 %","1,00 %","1,02 %","1,01 %",,"2,99 %","3,65 %","4,67 %","9,89 %",,,,,,,,,,2024-06-01,,
IRDM11,,,,Papéis,"78,36","3.992.095,25","0,90","0,78","1,03 %","2,85 %","5,77 %","11,76 %","0,95 %","0,96 %","0,98 %",,"2,85 %","-2,25 %","-1,24 %","3,83 %","3.188.960.515,41","87,53",,,,,"-5,68 %",,,2024-06-01,,
IRIM11,,,,Indefinido,"78,37","74.786,17","0,86","0,83","1,04 %","2,85 %","5,93 %","12,39 %","0,95 %","0,99 %","1,03 %",,"2,85 %","-2,44 %","-1,42 %","1,42 %","174.251.630,69","90,76",,,,,"-6,74 %",,,2024-06-01,,
ISCJ11,,,,Papéis,,,,"1,21",,,,,,,,,,,,,"43.688.957,47",,,,,,,,,2024-06-01,,
ITIP11,,,,Papéis,"75,22","93.268,67","0,99","0,72","0,96 %","2,73 %","5,31 %","11,52 %","0,91 %","0,89 %","0,96 %",,"3,58 %","-1,46 %","-0,51 %","-0,37 %","56.855.125,41","75,99",,,,,"-5,12 %",,,2024-06-01,,
ITIT11,,,,Fundo de Fundos,"80,00","212.199,83","0,92","0,60","0,75 %","2,39 %","4,89 %","9,50 %","0,80 %","0,82 %","0,79 %",,"3,23 %","2,22 %","2,99 %","11,29 %","78.573.954,75","87,26",,,,,"10,51 %",,,2024-06-01,,
JASC11,,,,Imóveis Comerciais - Outros,"100,00","201.200,00","0,93","0,58","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"358.938.335,87",,,,,,,,,2024-06-01,,
JBFO11,,,,Papéis,"82,01","83,50","0,98","0,51","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"106.887.508,85",,,,,,,,,2024-06-01,,
JCCJ11,,,,Papéis,"130,00","675.711,63","0,70","0,45","0,35 %","0,79 %","1,03 %","1,03 %","0,26 %","0,17 %","0,17 %",,"0,79 %","4,42 %","4,78 %","9,10 %","310.188.414,29",,,,,,,,,2024-06-01,,
JFLL11,,,,Imóveis Residenciais,"77,21","563.619,46","0,74","0,62","0,81 %","2,44 %","4,96 %","10,16 %","0,81 %","0,83 %","0,85 %",,"3,27 %","-1,03 %","-0,23 %","5,43 %","156.357.645,36","104,20",,,,,"3,19 %",,,2024-06-01,,
JGPX11,,,,Indefinido,"91,76","383.667,79","0,96","1,13","1,22 %","3,86 %","6,89 %","14,28 %","1,29 %","1,15 %","1,19 %",,"4,89 %","-0,01 %","1,21 %","0,29 %","203.800.984,82","95,18",,,,,"-0,82 %",,,2024-06-01,,
JPPA11,,,,Papéis,"88,85","169.007,08","0,90","1,00","1,10 %","3,24 %","6,57 %","14,25 %","1,08 %","1,10 %","1,19 %",,"4,34 %","-0,11 %","0,99 %","2,38 %","88.897.070,37","98,33",,,,,"0,01 %",,,2024-06-01,,
JRDM11,,,,Shoppings,"85,90","610.682,00","0,97","7,83",,,,,,,,,,,,,"224.143.181,16","88,84",,,,,"-1,16 %",,,2024-06-01,,
JSAF11,,,,Fundo de Fundos,"102,25","1.503.911,38","1,02","1,00","0,97 %","2,91 %","5,85 %","11,91 %","0,97 %","0,98 %","0,99 %",,"3,90 %","0,52 %","1,49 %","4,35 %","343.290.184,08","100,06",,,,,"6,51 %",,,2024-06-01,,
JSRE11,,,,Misto,"73,22","2.082.368,79","0,67","0,48","0,65 %","1,87 %","3,77 %","7,42 %","0,62 %","0,63 %","0,62 %",,"2,48 %","-2,59 %","-1,95 %","2,41 %","2.278.572.027,10","109,72",,,,,"-2,88 %",,,2024-06-01,,
JURO11,,,,Indefinido,"108,30","3.526.801,54",,"1,25","1,15 %","3,01 %","7,18 %","14,77 %","1,00 %","1,20 %","1,23 %",,"4,37 %","0,37 %","1,52 %","5,45 %",,,,,,,,,,2024-06-01,,
KCRE11,,,,Indefinido,"98,70","497.406,71","0,97","1,00","1,01 %","2,82 %","5,45 %","11,51 %","0,94 %","0,91 %","0,96 %",,"3,65 %","-1,42 %","-0,42 %","8,26 %","365.875.969,05","101,63",,,,,"3,79 %",,,2024-06-01,,
KDIF11,,,,Indefinido,"139,90","5.411.850,04",,"1,35","0,98 %","2,75 %","5,03 %","9,55 %","0,92 %","0,84 %","0,80 %",,"3,54 %","-0,65 %","0,33 %","6,05 %",,,,,,,,,,2024-06-01,,
KEVE11,,,,Fundo de Desenvolvimento,"1.140,00","47.489,43","1,33","14,22",,,,,,,,,,,,,"126.305.724,15","855,14",,,,,"-8,27 %",,,2024-06-01,,
KFOF11,,,,Fundo de Fundos,"100,18","865.829,13","1,03","0,80","0,80 %","2,38 %","5,11 %","10,38 %","0,79 %","0,85 %","0,87 %",,"3,43 %","-0,64 %","0,15 %","10,32 %","441.398.725,67","97,37",,,,,"7,15 %",,,2024-06-01,,
KINP11,,,,Fundo de Desenvolvimento,"9,82","38.394,20","2,66","2,90","0,00 %","4,91 %","14,60 %","31,63 %","1,64 %","2,43 %","2,64 %",,"19,95 %","0,00 %","0,00 %",,"26.408.606,84",,,,,,"-100,00 %",,,2024-06-01,,
KISU11,,,,Fundo de Fundos,"8,42","850.815,25","0,94","0,08","0,89 %","2,66 %","5,39 %","10,54 %","0,89 %","0,90 %","0,88 %",,"3,58 %","0,24 %","1,13 %","5,76 %","397.319.718,74","8,99",,,,,"3,10 %",,,2024-06-01,,
KIVO11,,,,Papéis,"89,35","345.770,04","0,98","1,05","1,16 %","3,41 %","7,50 %","16,55 %","1,14 %","1,25 %","1,38 %",,"4,79 %","-0,88 %","0,27 %","6,70 %","110.772.256,20",,,,,,,,,2024-06-01,,
KNCA11,,,,Indefinido,"102,40","4.539.409,08","0,99","1,14","1,11 %","3,20 %","6,18 %","12,96 %","1,07 %","1,03 %","1,08 %",,"4,19 %","-1,76 %","-0,66 %","2,42 %","2.237.201.195,01","103,57",,,,,"1,35 %",,,2024-06-01,,
KNCR11,,,,Papéis,"102,86","9.690.972,29","1,02","0,95","0,92 %","2,86 %","5,90 %","12,86 %","0,95 %","0,98 %","1,07 %",,"3,83 %","-1,15 %","-0,24 %","5,11 %","5.771.781.680,40","101,09",,,,,"0,34 %",,,2024-06-01,,
KNHF11,,,,Indefinido,"106,03","1.992.536,08","1,05","0,90","0,88 %","2,51 %","5,49 %","7,24 %","0,84 %","0,92 %","1,03 %",,"3,45 %","-0,70 %","0,17 %","3,66 %","1.941.082.036,23",,,,,,,,,2024-06-01,,
KNHY11,,,,Papéis,"107,28","3.292.743,83","1,05","1,24","1,16 %","3,38 %","6,42 %","12,54 %","1,13 %","1,07 %","1,05 %",,"4,40 %","-0,14 %","1,02 %","9,92 %","1.893.517.551,12","102,40",,,,,"4,76 %",,,2024-06-01,,
KNIP11,,,,Papéis,"97,09","10.256.786,79","0,99","1,05","1,08 %","2,94 %","5,24 %","9,97 %","0,98 %","0,87 %","0,83 %",,"3,72 %","-0,20 %","0,87 %","10,00 %","7.844.363.080,68","97,96",,,,,"4,37 %",,,2024-06-01,,
KNOX11,,,,Indefinido,"106,84","1.639.001,21",,"2,44","2,31 %","7,49 %","12,66 %","19,17 %","2,50 %","2,11 %","2,40 %",,"7,49 %","5,62 %","8,06 %","15,17 %",,,,,,,,,,2024-06-01,,
KNPR11,,,,Indefinido,,,,"4,65","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"59.391.741,94",,,,,,,,,2024-06-01,,
KNRE11,,,,Fundo de Desenvolvimento,"0,43","6.320,25","0,57","0,07","12,52 %","82,61 %","138,46 %","178,41 %","27,54 %","23,08 %","14,87 %",,"12,52 %","-44,00 %","-36,99 %","-36,99 %","14.030.246,53","0,76",,,,,"0,00 %",,,2024-06-01,,
KNRI11,,,,Misto,"163,23","3.542.353,58","1,02","1,00","0,60 %","1,81 %","3,67 %","7,68 %","0,60 %","0,61 %","0,64 %",,"2,41 %","-0,62 %","-0,02 %","6,29 %","3.854.290.655,29","159,55",,,,,"-0,18 %",,,2024-06-01,,
KNSC11,,,,Papéis,"9,18","4.309.380,38","1,01","0,09","0,97 %","2,72 %","5,19 %","10,84 %","0,91 %","0,87 %","0,90 %",,"3,49 %","1,20 %","2,18 %","8,45 %","1.202.263.371,79","9,06",,,,,"-89,72 %",,,2024-06-01,,
KNUQ11,,,,Indefinido,"103,33","867.410,42","1,02","1,14","1,10 %","3,22 %","6,31 %","6,31 %","1,07 %","1,05 %","0,70 %",,"4,33 %","-0,77 %","0,33 %","6,00 %","744.743.770,67",,,,,,,,,2024-06-01,,
KORE11,,,,Lajes Corporativas,"110,48","1.516.272,25","1,10","1,25","1,13 %","3,40 %","3,40 %","3,40 %","1,13 %","1,13 %","1,13 %",,"3,40 %","-0,27 %","0,86 %","2,56 %","970.898.337,36",,,,,,,,,2024-06-01,,
LASC11,,,,Shoppings,"108,00","3.531.792,09","0,84","0,75","0,70 %","4,04 %","5,87 %","8,69 %","1,35 %","0,98 %","0,72 %",,"2,78 %","1,51 %","2,22 %","4,86 %","376.747.784,53","128,13",,,,,"19,79 %",,,2024-06-01,,
LAVF11,,,,Indefinido,,,,"1,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"116.243,80",,,,,,,,,2024-06-01,,
LFTT11,,,,Papéis,"28,75","17.149,32","1,62","2,03",,,,,,,,,,,,,"131.081.503,66","17,70",,,,,"-55,79 %",,,2024-06-01,,
LGCP11,,,,Imóveis Industriais e Logísticos,"87,99","484.972,92","0,84","0,72","0,81 %","2,40 %","4,83 %","9,37 %","0,80 %","0,81 %","0,78 %",,"3,20 %","-1,10 %","-0,30 %","5,15 %","367.915.608,44","104,23",,,,,"1,40 %",,,2024-06-01,,
LIFE11,,,,Imóveis Comerciais - Outros,"10,00","257.085,88","0,98","0,12","1,19 %","3,58 %","7,31 %","15,23 %","1,19 %","1,22 %","1,27 %",,"4,81 %","0,60 %","1,80 %","6,81 %","236.318.508,72",,,,,,,,,2024-06-01,,
LLAO11,,,,Misto,"77,37","551.253,00","1,06","1,39",,,,,,,,,,,,,"26.473.735,59",,,,,,,,,2024-06-01,,
LOFT11B,,,,Fundo de Desenvolvimento,"29,90",,"2,92","47,90","0,00 %","0,00 %","142,24 %","189,83 %","0,00 %","23,71 %","15,82 %",,"142,96 %","0,00 %","0,00 %",,"20.069.647,33",,,,,,,,,2024-06-01,,
LPLP11,,,,Indefinido,"500,00","500,00","1,26","7,11","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"144.781.405,25",,,,,,,,,2024-06-01,,
LSAG11,,,,Misto,"88,48","275.787,71",,"1,20","1,32 %","3,91 %","8,16 %","16,60 %","1,30 %","1,36 %","1,38 %",,"5,75 %","-9,46 %","-8,27 %","-5,55 %",,,,,,,,,,2024-06-01,,
LSPA11,,,,Papéis,"108,50","3.808,14","0,97","4,44","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"45.396.962,17",,,,,,,,,2024-06-01,,
LUGG11,,,,Fundo de Desenvolvimento,"78,21","43.238,63","0,63","0,56","0,72 %","1,98 %","3,76 %","8,23 %","0,66 %","0,63 %","0,69 %",,"2,58 %","-3,00 %","-2,30 %","-5,47 %","139.807.277,37","123,65",,,,,"-3,23 %",,,2024-06-01,,
LVBI11,,,,Imóveis Industriais e Logísticos,"118,20","4.257.858,50","1,01","0,90","0,76 %","2,40 %","4,69 %","8,83 %","0,80 %","0,78 %","0,74 %",,"3,16 %","0,24 %","1,00 %","7,37 %","1.664.813.857,78","116,88",,,,,"1,19 %",,,2024-06-01,,
MALL11,,,,Shoppings,"117,65","2.544.988,79","0,98","0,92","0,77 %","2,32 %","4,41 %","8,68 %","0,77 %","0,74 %","0,72 %",,"2,99 %","-0,23 %","0,54 %","4,89 %","1.557.794.255,13","170,72",,,,,"42,37 %",,,2024-06-01,,
MANA11,,,,Indefinido,"9,56","647.093,75","0,99","0,11","1,16 %","3,26 %","6,47 %","13,17 %","1,09 %","1,08 %","1,10 %",,"4,42 %","-0,73 %","0,42 %","2,44 %","207.031.991,25",,,,,,,,,2024-06-01,,
MATV11,,,,Indefinido,"86,63","13.027,43","0,92","0,60","0,73 %","3,11 %","4,87 %","12,28 %","1,04 %","0,81 %","1,02 %",,"3,11 %","-1,41 %","-0,69 %","-1,08 %","39.926.993,67","91,09",,,,,"-1,89 %",,,2024-06-01,,
MAXR11,,,,Varejo,"82,34","121.709,46","0,64","0,75","0,91 %","2,82 %","5,86 %","11,94 %","0,94 %","0,98 %","1,00 %",,"3,81 %","2,26 %","3,19 %","14,04 %","145.915.010,31","129,63",,,,,"5,32 %",,,2024-06-01,,
MBRF11,,,,Lajes Corporativas,,,,"0,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,,"1.136,01",,,,,"-0,17 %",,,2024-06-01,,
MCCI11,,,,Papéis,"93,05","3.947.123,79","0,97","0,80","0,85 %","2,63 %","5,53 %","11,63 %","0,88 %","0,92 %","0,97 %",,"2,63 %","-0,33 %","0,52 %","5,26 %","1.628.444.605,75","96,02",,,,,"3,81 %",,,2024-06-01,,
MCHF11,,,,Papéis,"9,10","1.778.820,09","0,88","9,15",,,,,,,,,,,,,"335.751.641,15","10,38",,,,,"9,15 %",,,2024-06-01,,
MCHY11,,,,Papéis,"10,05","3.040.940,00","1,01","0,11","0,98 %","2,93 %","6,42 %","13,77 %","0,98 %","1,07 %","1,15 %",,"2,93 %","-9,92 %","-9,04 %","3,60 %","472.033.898,00","9,94",,,,,"-90,09 %",,,2024-06-01,,
MFAI11,,,,Fundo de Fundos,"64,18","86.639,21","0,87","0,42","0,65 %","2,16 %","4,57 %","9,28 %","0,72 %","0,76 %","0,77 %",,"3,05 %","0,00 %","0,65 %","10,35 %","28.828.789,27","74,07",,,,,"8,67 %",,,2024-06-01,,
MFII11,,,,Fundo de Desenvolvimento,"104,99","535.906,83","0,95","1,21","1,16 %","3,45 %","6,92 %","13,86 %","1,15 %","1,15 %","1,16 %",,"4,59 %","-0,38 %","0,78 %","19,95 %","491.813.823,13","111,23",,,,,"5,20 %",,,2024-06-01,,
MGCR11,,,,Papéis,"9,40","259.145,59","0,96","0,33","0,00 %","1,18 %","4,72 %","11,50 %","0,39 %","0,79 %","0,96 %",,"8,00 %","0,00 %","0,00 %",,"131.240.792,97","9,78",,,,,"-89,08 %",,,2024-06-01,,
MGFF11,,,,Fundo de Fundos,"69,99","2.558.695,75","0,95","4,26",,,,,,,,,,,,,"665.588.549,57","73,54",,,,,"2,57 %",,,2024-06-01,,
MGHT11,,,,Hotéis,"44,25","92.606,50","0,51","0,51","1,16 %","3,44 %","6,66 %","13,63 %","1,15 %","1,11 %","1,14 %",,"3,44 %","-5,73 %","-4,64 %","-1,35 %","113.113.624,04","86,10",,,,,"0,61 %",,,2024-06-01,,
MGLG11,,,,Imóveis Industriais e Logísticos,"40,99","55.314,19","0,55","0,35","0,86 %","2,58 %","4,56 %","11,69 %","0,86 %","0,76 %","0,97 %",,"0,86 %","-3,60 %","-2,77 %","-2,77 %","116.088.485,68","61,55",,,,,"57,54 %",,,2024-06-01,,
MGRI11,,,,Indefinido,,,,"0,92","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"23.597.408,79",,,,,,,,,2024-06-01,,
MINT11,,,,Educacional,"96,00","9.840,50","0,70","3,36","3,27 %","4,57 %","4,57 %","4,57 %","4,57 %","4,57 %","4,57 %",,"4,57 %","2,63 %","5,99 %","5,99 %","71.212.267,16",,,,,,,,,2024-06-01,,
MMPD11,,,,Indefinido,,,,"1,07","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"59.774.583,28",,,,,,,,,2024-06-01,,
MORC11,,,,Papéis,"89,87","1.741.368,33","0,92","3,08",,,,,,,,,,,,,"186.458.139,85","97,73",,,,,"0,11 %",,,2024-06-01,,
MORE11,,,,Fundo de Fundos,"76,21","1.327.577,67","0,88","6,02",,,,,,,,,,,,,"201.450.458,24","86,87",,,,,"4,88 %",,,2024-06-01,,
MXRF11,,,,Papéis,"10,44","10.840.410,46","1,06","0,10","0,95 %","2,85 %","5,94 %","12,41 %","0,95 %","0,99 %","1,03 %",,"3,89 %","1,74 %","2,71 %","2,10 %","3.299.205.805,46","9,80",,,,,"-3,07 %",,,2024-06-01,,
NAVT11,,,,Papéis,"93,51","170.866,92","0,99","1,00","1,06 %","4,06 %","8,70 %","15,36 %","1,35 %","1,45 %","1,28 %",,"4,06 %","0,01 %","1,07 %","16,43 %","58.117.866,09","94,92",,,,,"5,96 %",,,2024-06-01,,
NCHB11,,,,Papéis,"9,60","285.048,88","0,95","0,11","1,13 %","3,45 %","3,79 %","4,56 %","1,15 %","0,63 %","0,38 %",,"3,56 %","0,31 %","1,45 %","-87,84 %","154.565.132,31","10,11",,,,,"-88,72 %",,,2024-06-01,,
NCRA11,,,,Indefinido,"9,30","185.311,83","0,88","0,07","0,69 %","2,75 %","6,41 %","14,57 %","0,92 %","1,07 %","1,21 %",,"2,75 %","-3,18 %","-2,51 %","-1,81 %","46.875.753,90","10,51",,,,,"0,00 %",,,2024-06-01,,
NCRI11,,,,Papéis,"9,08","4.292,33","0,89","0,09","0,97 %","2,96 %","6,05 %","11,61 %","0,99 %","1,01 %","0,97 %",,"4,04 %","-4,54 %","-3,61 %","7,47 %","40.232.122,72",,,,,,,,,2024-06-01,,
NEWL11,,,,Imóveis Industriais e Logísticos,"117,04","484.256,46","0,85","0,95","0,81 %","2,35 %","5,24 %","10,92 %","0,78 %","0,87 %","0,91 %",,"3,49 %","-4,41 %","-3,64 %","11,13 %","278.881.018,96","137,17",,,,,"14,22 %",,,2024-06-01,,
NEWU11,,,,Lajes Corporativas,"76,10","4.755,24","1,06","0,10","0,13 %","0,26 %","1,53 %","2,93 %","0,09 %","0,26 %","0,24 %",,"1,02 %","0,00 %","0,00 %",,"53.229.388,62","71,74",,,,,"3,06 %",,,2024-06-01,,
NSLU11,,,,Hospitalar,"190,94","100.361,92","0,93","1,63","0,84 %","2,44 %","4,87 %","10,00 %","0,81 %","0,81 %","0,83 %",,"3,24 %","-0,15 %","0,68 %","2,99 %","264.236.966,77","204,31",,,,,"2,71 %",,,2024-06-01,,
NVHO11,,,,Hospitalar,"11,26","2.760,54","0,74","0,08","0,71 %","2,14 %","4,32 %","8,91 %","0,71 %","0,72 %","0,74 %",,"2,84 %","5,03 %","5,77 %","6,70 %","635.308.673,99","15,31",,,,,"9,75 %",,,2024-06-01,,
NVIF11B,,,,Fundo de Desenvolvimento,"227,50",,"1,01","0,89","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"75.753.083,74","224,52",,,,,"-28,14 %",,,2024-06-01,,
OCRE11,,,,Papéis,"104,90","9.507,00","1,04","0,62","0,62 %","1,76 %","3,73 %","3,73 %","0,59 %","0,62 %","0,62 %",,"2,52 %","0,00 %","0,00 %",,"33.531.062,89",,,,,,,,,2024-06-01,,
OGHY11,,,,Indefinido,"8,72","22.847,10","0,92","9,40","0,00 %","1,89 %","5,25 %","10,40 %","0,63 %","0,88 %","1,04 %",,"0,99 %","0,00 %","0,00 %",,"25.780.971,88",,,,,,,,,2024-06-01,,
OGIN11,,,,Misto,"9,83","163.134,08",,"0,13","1,38 %","5,08 %","8,77 %","14,81 %","1,69 %","1,46 %","1,48 %",,"5,08 %","3,17 %","4,59 %","9,45 %",,,,,,,,,,2024-06-01,,
OIAG11,,,,Indefinido,"8,54","295.557,08","0,88","0,11","1,23 %","3,63 %","7,34 %","14,73 %","1,21 %","1,22 %","1,23 %",,"4,84 %","-0,12 %","1,11 %","-0,88 %","88.194.284,83","9,76",,,,,"0,00 %",,,2024-06-01,,
