nm_titulo,vl_media_taxa_homicidios,vl_avaliacao_media_ativos_fundo,vl_quantidade_imoveis,nm_setor,vl_valor,vl_liquidez_media_diaria,vl_pvp,vl_dividendo,vl_yeld,vl_soma_yield_3m,vl_soma_yield_6m,vl_soma_yield_12m,vl_media_yield_3m,vl_media_yield_6m,vl_media_yield_12m,vl_soma_yield_ano_corrente,vl_variacao_cotacao_mes,vl_rentabilidade_mes,vl_rentabilidade,vl_patrimonio,vl_vpa,vl_pvpa,vl_vpa_yield,vl_vpa_change,vl_vpa_rent_m,vl_vpa_rent,vl_ativos,vl_volatility,vl_numero_cotista,dt_inclusao,vl_vacancia_fisica,vl_vacancia_financeira
ONEF11,,,,Lajes Corporativas,"200,03","114.431,47","1,09","2,86",,,,,,,,,,,,,"166.518.054,63","182,79",,,,,"-9,26 %",,,2024-06-01,,
OPTM11,,,,Misto,,,,"27,82","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"8.283.926,82",,,,,,,,,2024-06-01,,
ORPD11,,,,Fundo de Desenvolvimento,"93,00","402,75","0,64","1,38","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"42.086.063,63","124,68",,,,,"0,95 %",,,2024-06-01,,
OUFF11,,,,Fundo de Fundos,"65,97","207.152,58","0,89","0,62","0,92 %","2,80 %","5,86 %","12,11 %","0,93 %","0,98 %","1,01 %",,"2,80 %","0,37 %","1,30 %","0,10 %","133.891.385,15","73,80",,,,,"-2,77 %",,,2024-06-01,,
OUJP11,,,,Papéis,"96,73","743.952,25","0,98","0,91","0,94 %","2,80 %","5,78 %","12,86 %","0,93 %","0,96 %","1,07 %",,"3,71 %","2,34 %","3,30 %","2,42 %","322.369.478,16","99,12",,,,,"-0,77 %",,,2024-06-01,,
OULG11,,,,Imóveis Industriais e Logísticos,"28,58","133.739,67","0,46","0,30","0,93 %","3,00 %","6,06 %","12,36 %","1,00 %","1,01 %","1,03 %",,"0,93 %","1,96 %","2,90 %","2,90 %","153.661.589,03","61,46",,,,,"-8,15 %",,,2024-06-01,,
OURE11,,,,Misto,"74,63","321.414,83","0,81","0,90","1,23 %","3,45 %","6,63 %","13,57 %","1,15 %","1,11 %","1,13 %",,"3,45 %","-0,16 %","1,06 %","3,49 %","99.679.352,22","92,55",,,,,"1,67 %",,,2024-06-01,,
PABY11,,,,Fundo de Desenvolvimento,"14,99","366,10",,"0,13",,,,,,,,,,,,,"-16.623.707,19","251,42",,,,,"1,74 %",,,2024-06-01,,
PATB11,,,,Lajes Corporativas,,,,"1,18","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"680.922.792,01",,,,,,,,,2024-06-01,,
PATC11,,,,Fundo de Desenvolvimento,"37,14","194.029,58","0,91","0,05","0,13 %","5,38 %","14,03 %","20,14 %","1,79 %","2,34 %","1,68 %",,"5,38 %","-2,58 %","-2,45 %","-1,18 %","142.552.007,69","40,99",,,,,"-46,34 %",,,2024-06-01,,
PATL11,,,,Imóveis Industriais e Logísticos,"68,34","442.297,21","0,69","0,60","0,87 %","2,61 %","5,33 %","10,33 %","0,87 %","0,89 %","0,86 %",,"3,48 %","-1,10 %","-0,24 %","12,85 %","491.061.361,21","98,38",,,,,"0,27 %",,,2024-06-01,,
PCAS11,,,,Indefinido,,,,"1.000,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"453.298.668,42",,,,,,,,,2024-06-01,,
PEMA11,,,,Papéis,"38,97","874,25","0,55","0,30","0,75 %","3,23 %","7,50 %","17,26 %","1,08 %","1,25 %","1,44 %",,"4,13 %","-4,48 %","-3,76 %","-9,21 %","39.011.032,85",,,,,,,,,2024-06-01,,
PFIN11,,,,Indefinido,"75,92","1.780.489,21",,"2,10","3,01 %","6,09 %","10,58 %","24,67 %","2,03 %","1,76 %","2,24 %",,"7,52 %","-0,29 %","2,72 %","17,42 %",,,,,,,,,,2024-06-01,,
PICE11,,,,Indefinido,"59,00","353.474,17",,"0,30","0,51 %","1,51 %","4,13 %","9,13 %","0,50 %","0,69 %","0,76 %",,"2,37 %","-3,69 %","-3,20 %","-10,11 %",,,,,,,,,,2024-06-01,,
PLCA11,,,,Indefinido,"80,40","68.625,17","0,85","0,95","1,17 %","3,43 %","7,14 %","14,70 %","1,14 %","1,19 %","1,23 %",,"4,64 %","-2,36 %","-1,22 %","2,09 %","52.735.009,51","94,67",,,,,"0,00 %",,,2024-06-01,,
PLCR11,,,,Papéis,"89,34","364.948,92","0,97","0,80","0,88 %","2,68 %","5,45 %","12,29 %","0,89 %","0,91 %","1,02 %",,"3,58 %","1,86 %","2,75 %","6,92 %","194.146.402,23","92,05",,,,,"1,50 %",,,2024-06-01,,
PLOG11,,,,Imóveis Industriais e Logísticos,"66,71","70.165,04","0,63","0,70","0,99 %","3,05 %","6,10 %","12,13 %","1,02 %","1,02 %","1,01 %",,"4,09 %","2,01 %","3,02 %","0,55 %","79.648.071,76","100,39",,,,,"-0,02 %",,,2024-06-01,,
PLRI11,,,,Papéis,"14,25","1.968,88","0,51","0,15","1,01 %","1,34 %","3,07 %","8,90 %","0,45 %","0,51 %","0,74 %",,"3,07 %","-12,84 %","-11,96 %","-17,60 %","26.870.223,47","28,16",,,,,"-12,44 %",,,2024-06-01,,
PMFO11,,,,Misto,"100,00","100,00","1,03","0,88","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"76.111.175,51",,,,,,,,,2024-06-01,,
PNCR11,,,,Imóveis Residenciais,"82,95","165.900,00","1,00","3,54",,,,,,,,,,,,,"41.659.431,38",,,,,,,,,2024-06-01,,
PNDL11,,,,Fundo de Desenvolvimento,"1.099,00","186.924,80","1,04","3,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"136.126.923,85",,,,,,,,,2024-06-01,,
PNRC11,,,,Indefinido,"102,32","1.534.800,00","1,00","1,18","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"41.961.245,59",,,,,,,,,2024-06-01,,
PORD11,,,,Papéis,"9,27","512.152,13","0,10","0,93","1,00 %","3,09 %","6,46 %","13,40 %","1,03 %","1,08 %","1,12 %",,"4,20 %","0,36 %","1,36 %","9,53 %","361.841.454,67","97,05",,,,,"-1,07 %",,,2024-06-01,,
PPEI11,,,,Indefinido,"96,02","309.253,21",,"4,00","4,40 %","13,84 %","19,67 %","19,67 %","4,61 %","4,92 %","4,92 %",,"9,02 %","4,99 %","9,61 %","19,61 %",,,,,,,,,,2024-06-01,,
PQAG11,,,,Imóveis Industriais e Logísticos,"58,49","775.200,91","1,02","0,46","0,78 %","2,32 %","4,64 %","9,44 %","0,77 %","0,77 %","0,79 %",,"3,08 %","-1,26 %","-0,49 %","4,47 %","799.428.235,40","57,14",,,,,"-0,21 %",,,2024-06-01,,
PQDP11,,,,Shoppings,"1.960,00","108.773,71","0,57","20,23","1,01 %","2,88 %","5,39 %","10,89 %","0,96 %","0,90 %","0,91 %",,"3,83 %","2,15 %","3,18 %","6,50 %","866.556.432,43","3.441,41",,,,,"9,82 %",,,2024-06-01,,
PRSV11,,,,Lajes Corporativas,"70,96","606,05","0,40","14,10",,,,,,,,,,,,,"34.391.655,87","364,23",,,,,"-0,03 %",,,2024-06-01,,
PRTS11,,,,Shoppings,"117,70",,"1.961,67","0,05",,,,,,,,,,,,,"3.111.607,44",,,,,,,,,2024-06-01,,
PULV11,,,,Papéis,,,,"0,12","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"80.758.916,41",,,,,,,,,2024-06-01,,
PVBI11,,,,Lajes Corporativas,"101,55","6.109.431,88","1,01","0,65","0,64 %","1,95 %","4,00 %","7,89 %","0,65 %","0,67 %","0,66 %",,"2,63 %","-1,38 %","-0,75 %","3,24 %","1.855.692.427,26","100,79",,,,,"-2,51 %",,,2024-06-01,,
QAGR11,,,,Indefinido,"48,01","313.809,08","0,82","0,44","0,91 %","2,69 %","5,31 %","10,81 %","0,90 %","0,89 %","0,90 %",,"3,53 %","-1,09 %","-0,19 %","3,04 %","296.164.454,57","58,76",,,,,"5,23 %",,,2024-06-01,,
QAMI11,,,,Papéis,"84,68","202.935,58","0,91","1,00","1,17 %","3,03 %","6,85 %","13,22 %","1,01 %","1,14 %","1,10 %",,"11,32 %","6,69 %","7,94 %","14,22 %","74.367.555,48","92,80",,,,,"1,42 %",,,2024-06-01,,
QIRI11,,,,Papéis,"78,04","6.867,57","0,87","89,64","0,00 %","1,84 %","3,81 %","8,24 %","0,61 %","0,64 %","0,69 %",,"6,90 %","0,00 %","0,00 %",,"13.441.852,95","89,61",,,,,"-0,41 %",,,2024-06-01,,
RBCO11,,,,Lajes Corporativas,,,,"0,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,,"90,22",,,,,"1,03 %",,,2024-06-01,,
RBDS11,,,,Fundo de Desenvolvimento,"2,33","798,04","0,11","2,35","11,21 %","23,43 %","54,02 %","68,55 %","7,81 %","9,00 %","5,71 %",,"11,21 %","-51,20 %","-45,73 %","-45,73 %","2.678.961,93","22,98",,,,,"0,00 %",,,2024-06-01,,
RBED11,,,,Educacional,"143,88","297.456,92","0,99","1,33","0,91 %","2,69 %","5,70 %","11,70 %","0,90 %","0,95 %","0,98 %",,"3,68 %","-2,70 %","-1,81 %","4,91 %","343.171.362,76","145,72",,,,,"1,14 %",,,2024-06-01,,
RBFF11,,,,Fundo de Fundos,"62,40","559.885,00","0,90","0,50","0,79 %","2,41 %","4,96 %","10,22 %","0,80 %","0,83 %","0,85 %",,"3,26 %","2,73 %","3,54 %","10,00 %","260.319.888,99","69,43",,,,,"8,77 %",,,2024-06-01,,
RBGS11,,,,Shoppings,"28,45",,"0,31","0,18","0,62 %","1,58 %","2,72 %","6,17 %","0,53 %","0,45 %","0,51 %",,"0,62 %","-1,90 %","-1,29 %","-1,29 %","97.865.283,71","90,78",,,,,"0,00 %",,,2024-06-01,,
RBHG11,,,,Papéis,"89,44","651.547,50","0,99","0,95","1,05 %","3,06 %","6,53 %","13,83 %","1,02 %","1,09 %","1,15 %",,"4,20 %","-0,58 %","0,46 %","4,11 %","196.627.757,54","90,70",,,,,"-1,50 %",,,2024-06-01,,
RBHY11,,,,Papéis,"89,80","148.579,83","0,96","1,00","1,11 %","3,26 %","6,77 %","14,30 %","1,09 %","1,13 %","1,19 %",,"4,44 %","-2,03 %","-0,94 %","0,83 %","177.252.848,43","93,61",,,,,"-0,54 %",,,2024-06-01,,
RBIF11,,,,Indefinido,"95,48","78.246,92",,"0,90","0,92 %","2,85 %","5,59 %","12,25 %","0,95 %","0,93 %","1,02 %",,"3,83 %","1,28 %","2,21 %","7,57 %",,,,,,,,,,2024-06-01,,
RBIR11,,,,Fundo de Desenvolvimento,"90,02","142.568,71","0,92","0,52",,,,,,,,,,,,,"149.117.666,58",,,,,,,,,2024-06-01,,
RBLG11,,,,Imóveis Industriais e Logísticos,"99,81","3.686,53","0,95","0,95","0,96 %","2,83 %","5,62 %","7,51 %","0,94 %","0,94 %","0,63 %",,"3,76 %","-1,98 %","-1,04 %","0,26 %","67.524.027,95","105,47",,,,,"4,97 %",,,2024-06-01,,
RBOP11,,,,Lajes Corporativas,"394,82","36.693,58","0,50","2,00","0,51 %","1,91 %","11,28 %","16,53 %","0,64 %","1,88 %","1,38 %",,"9,49 %","3,09 %","3,61 %","72,29 %","79.647.495,78",,,,,,,,,2024-06-01,,
RBRD11,,,,Varejo,"40,55","27.307,79","0,60","0,34","0,78 %","2,46 %","4,99 %","10,29 %","0,82 %","0,83 %","0,86 %",,"3,29 %","6,04 %","6,87 %","13,60 %","125.499.571,61","67,77",,,,,"2,39 %",,,2024-06-01,,
RBRF11,,,,Fundo de Fundos,"8,28","3.247.026,88","0,93","0,06","0,65 %","2,00 %","4,15 %","9,02 %","0,67 %","0,69 %","0,75 %",,"2,00 %","5,97 %","6,66 %","14,66 %","1.219.797.024,18","8,92",,,,,"-89,10 %",,,2024-06-01,,
RBRI11,,,,Fundo de Desenvolvimento,"918,00","11.003,00","0,78","17,86",,,,,,,,,,,,,"165.107.304,15",,,,,,,,,2024-06-01,,
RBRL11,,,,Imóveis Industriais e Logísticos,"84,14","800.314,79","0,83","0,65","0,77 %","2,29 %","4,77 %","9,30 %","0,76 %","0,80 %","0,78 %",,"3,09 %","0,54 %","1,31 %","0,93 %","680.151.523,94","101,71",,,,,"-5,17 %",,,2024-06-01,,
RBRM11,,,,Fundo de Desenvolvimento,"94.794,81",,"3,65","2.002,09","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"13.985.050,26",,,,,,,,,2024-06-01,,
RBRP11,,,,Lajes Corporativas,"60,07","1.243.109,54","0,75","0,35","0,58 %","1,74 %","3,31 %","6,10 %","0,58 %","0,55 %","0,51 %",,"2,23 %","-0,55 %","0,03 %","18,71 %","974.905.879,91","80,05",,,,,"-2,02 %",,,2024-06-01,,
RBRR11,,,,Papéis,"94,89","3.985.423,75","0,99","0,84","0,93 %","2,56 %","4,75 %","10,51 %","0,85 %","0,79 %","0,88 %",,"2,56 %","-0,11 %","0,82 %","7,75 %","1.443.411.409,60","95,86",,,,,"1,90 %",,,2024-06-01,,
RBRS11,,,,Fundo de Desenvolvimento,"48,10","66.634,91","0,51","0,07","0,14 %","2,28 %","4,45 %","9,13 %","0,76 %","0,74 %","0,76 %",,"1,56 %","-4,72 %","-4,58 %","-7,77 %","162.157.778,00","93,50",,,,,"-0,63 %",,,2024-06-01,,
RBRX11,,,,Indefinido,"9,84","1.116.917,83","1,01","0,10","1,03 %","2,97 %","6,26 %","13,90 %","0,99 %","1,04 %","1,16 %",,"2,97 %","4,06 %","5,13 %","8,80 %","183.515.681,54",,,,,,,,,2024-06-01,,
RBRY11,,,,Papéis,"99,97","4.822.328,29","1,02","1,01","1,01 %","3,05 %","6,24 %","13,75 %","1,02 %","1,04 %","1,15 %",,"3,05 %","-1,02 %","-0,02 %","4,10 %","989.115.056,96","98,47",,,,,"-1,42 %",,,2024-06-01,,
RBTS11,,,,Fundo de Desenvolvimento,"823,47","16.582,68","1,22","61,92","7,12 %","9,68 %","9,68 %","9,68 %","3,23 %","1,61 %","0,81 %",,"7,12 %","-3,34 %","3,55 %","3,55 %","38.211.338,53","638,80",,,,,"-41,60 %",,,2024-06-01,,
RBVA11,,,,Varejo,"112,23","1.804.830,33","1,03","1,00","0,88 %","2,65 %","5,36 %","10,95 %","0,88 %","0,89 %","0,91 %",,"3,53 %","0,21 %","1,09 %","9,41 %","1.359.531.416,29","108,89",,,,,"-0,45 %",,,2024-06-01,,
RBVO11,,,,Papéis,"16,02","62.032,71","1,16","1,20",,,,,,,,,,,,,"7.100.412,78","13,77",,,,,"-20,54 %",,,2024-06-01,,
RCFF11,,,,Fundo de Fundos,"94,99","451,00","0,92","1,36","0,00 %","1,32 %","4,19 %","4,19 %","0,44 %","0,70 %","0,70 %",,"0,00 %","0,00 %","0,00 %",,"33.278.724,83","102,63",,,,,"12,20 %",,,2024-06-01,,
RCRB11,,,,Lajes Corporativas,"159,98","760.664,67","0,78","0,93","0,58 %","1,72 %","3,36 %","6,58 %","0,57 %","0,56 %","0,55 %",,"2,30 %","0,69 %","1,27 %","8,98 %","757.500.153,90","205,25",,,,,"-1,01 %",,,2024-06-01,,
RDPD11,,,,Papéis,"22,96","98.337,21","1,06","0,30","1,32 %","6,39 %","20,10 %","48,89 %","2,13 %","3,35 %","4,07 %",,"29,45 %","7,36 %","8,77 %","-0,47 %","24.085.452,18","33,95",,,,,"-37,05 %",,,2024-06-01,,
RECR11,,,,Papéis,"89,48","2.520.816,63","0,94","0,94","1,04 %","3,00 %","5,68 %","11,63 %","1,00 %","0,95 %","0,97 %",,"3,86 %","3,39 %","4,47 %","10,26 %","2.522.913.646,51","95,41",,,,,"0,08 %",,,2024-06-01,,
RECT11,,,,Lajes Corporativas,"42,33","523.694,96","0,46","0,36","0,85 %","2,69 %","5,37 %","10,42 %","0,90 %","0,90 %","0,87 %",,"3,53 %","-2,13 %","-1,30 %","1,02 %","785.985.118,80","92,00",,,,,"-1,79 %",,,2024-06-01,,
RECX11,,,,Fundo de Fundos,"65,75","13.690,70","0,86","0,60","0,90 %","2,66 %","4,95 %","10,15 %","0,89 %","0,83 %","0,85 %",,"2,66 %","-1,79 %","-0,90 %","3,26 %","16.752.679,80","76,74",,,,,"-1,79 %",,,2024-06-01,,
REIT11,,,,Papéis,"194,06","375,50","0,69","1,38","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"7.434.146,90",,,,,,,,,2024-06-01,,
RELG11,,,,Imóveis Industriais e Logísticos,"53,82","318.934,04","0,43","0,04","0,07 %","0,64 %","3,70 %","9,44 %","0,21 %","0,62 %","0,79 %",,"0,64 %","9,59 %","9,67 %","-23,48 %","168.092.063,12","125,95",,,,,"3,15 %",,,2024-06-01,,
RFOF11,,,,Fundo de Fundos,"77,25","94.220,42","0,94","0,74","0,94 %","2,84 %","5,67 %","11,37 %","0,95 %","0,95 %","0,95 %",,"3,78 %","0,78 %","1,73 %","7,65 %","88.942.109,93","82,49",,,,,"3,19 %",,,2024-06-01,,
RINV11,,,,Indefinido,"112,85","298.160,13","1,03","1,25","1,11 %","3,21 %","6,60 %","14,27 %","1,07 %","1,10 %","1,19 %",,"4,58 %","1,24 %","2,36 %","8,70 %","92.399.716,83",,,,,,,,,2024-06-01,,
RMAI11,,,,Lajes Corporativas,"70,50","67.891,09","0,69","0,45","0,63 %","1,73 %","3,22 %","6,44 %","0,58 %","0,54 %","0,54 %",,"2,17 %","-1,39 %","-0,77 %","27,29 %","249.080.683,25","101,92",,,,,"-5,51 %",,,2024-06-01,,
RNDP11,,,,Papéis,"107,11","18.755,17","1,36","0,65","0,57 %","16,25 %","16,95 %","80,57 %","5,42 %","2,83 %","6,71 %",,"27,14 %","-0,08 %","0,49 %","9,20 %","8.464.758,80","78,76",,,,,"-59,27 %",,,2024-06-01,,
RNGO11,,,,Lajes Corporativas,"48,08","91.368,38","0,58","0,38","0,78 %","2,43 %","5,06 %","9,81 %","0,81 %","0,84 %","0,82 %",,"3,28 %","7,10 %","7,94 %","14,02 %","221.387.103,66","82,73",,,,,"-4,51 %",,,2024-06-01,,
ROOF11,,,,Fundo de Desenvolvimento,"727,20","727,00","1,32","41,72","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"42.597.872,30",,,,,,,,,2024-06-01,,
RPRI11,,,,Papéis,"98,56","357.070,83","0,98","1,05","1,04 %","3,09 %","5,86 %","12,45 %","1,03 %","0,98 %","1,04 %",,"4,01 %","-1,21 %","-0,18 %","2,82 %","349.973.454,64",,,,,,,,,2024-06-01,,
RRCI11,,,,Papéis,"83,40","48.930,42","0,91","0,85","1,02 %","3,14 %","6,48 %","13,51 %","1,05 %","1,08 %","1,13 %",,"4,23 %","0,07 %","1,09 %","4,96 %","43.992.640,99","91,32",,,,,"-2,93 %",,,2024-06-01,,
RSPD11,,,,Fundo de Desenvolvimento,"1.022,50","51.322,17","0,98","8,22",,,,,,,,,,,,,"155.035.815,22","1.130,10",,,,,"-1,08 %",,,2024-06-01,,
RURA11,,,,Misto,"10,00","3.055.414,50",,"0,10","1,01 %","3,09 %","6,03 %","13,35 %","1,03 %","1,01 %","1,11 %",,"4,00 %","-0,29 %","0,71 %","-2,29 %",,,,,,,,,,2024-06-01,,
RVBI11,,,,Fundo de Fundos,"78,99","2.267.751,88","0,92","0,75","0,87 %","2,66 %","5,28 %","10,92 %","0,89 %","0,88 %","0,91 %",,"2,66 %","3,64 %","4,54 %","8,81 %","123.429.430,05","85,71",,,,,"2,01 %",,,2024-06-01,,
RZAG11,,,,Indefinido,"8,68","2.568.259,79","0,92","0,11","1,20 %","3,61 %","7,31 %","15,51 %","1,20 %","1,22 %","1,29 %",,"4,84 %","-3,11 %","-1,95 %","-1,71 %","645.042.437,71","9,48",,,,,"-0,81 %",,,2024-06-01,,
RZAK11,,,,Papéis,"89,01","2.246.481,79","0,98","1,16","1,30 %","3,84 %","7,95 %","15,62 %","1,28 %","1,33 %","1,30 %",,"3,84 %","-0,82 %","0,47 %","5,66 %","799.045.399,67","90,72",,,,,"-3,19 %",,,2024-06-01,,
RZAT11,,,,Imóveis Industriais e Logísticos,"100,01","1.056.580,92","0,99","1,08","1,09 %","3,39 %","6,72 %","13,52 %","1,13 %","1,12 %","1,13 %",,"3,39 %","2,52 %","3,64 %","11,13 %","375.521.514,22",,,,,,,,,2024-06-01,,
RZTR11,,,,Misto,"99,00","5.396.896,75","1,00","0,90","0,94 %","2,63 %","6,38 %","12,10 %","0,88 %","1,06 %","1,01 %",,"3,64 %","-1,22 %","-0,29 %","-2,21 %","1.875.418.583,80","99,48",,,,,"2,10 %",,,2024-06-01,,
SADI11,,,,Papéis,"89,92","240.846,21","0,93","0,95","1,05 %","3,18 %","6,68 %","13,69 %","1,06 %","1,11 %","1,14 %",,"4,34 %","0,42 %","1,48 %","11,05 %","150.075.499,01","96,91",,,,,"-2,15 %",,,2024-06-01,,
SAPI11,,,,Misto,"89,50","229.601,71","0,89","0,85","0,94 %","1,82 %","1,82 %","1,82 %","0,91 %","0,91 %","0,91 %",,"1,82 %","-0,37 %","0,56 %","0,56 %","154.500.736,61",,,,,,,,,2024-06-01,,
SARE11,,,,Misto,"45,76","1.465.415,04","0,51","0,36","0,77 %","2,43 %","5,20 %","10,60 %","0,81 %","0,87 %","0,88 %",,"3,34 %","5,52 %","6,33 %","1,71 %","822.613.879,74","89,08",,,,,"-5,61 %",,,2024-06-01,,
SCPF11,,,,Shoppings,"3,93","5.607,17","0,33","0,05","1,06 %","1,69 %","2,89 %","6,10 %","0,56 %","0,48 %","0,51 %",,"1,45 %","-8,99 %","-8,03 %","-12,36 %","49.708.086,77","11,84",,,,,"1,11 %",,,2024-06-01,,
SDIL11,,,,Imóveis Industriais e Logísticos,"96,50","1.030.917,86","1,01","0,75","0,76 %","2,49 %","5,22 %","10,27 %","0,83 %","0,87 %","0,86 %",,"6,12 %","2,04 %","2,82 %","10,51 %","612.048.658,06","98,33",,,,,"-0,22 %",,,2024-06-01,,
SEED11,,,,Indefinido,"99,73","151.005,00","1,07","1,37","0,00 %","0,00 %","0,83 %","3,27 %","0,00 %","0,14 %","0,27 %",,"0,00 %","0,00 %","0,00 %",,"153.428.168,71",,,,,,,,,2024-06-01,,
SEQR11,,,,Misto,"56,89","88.105,08","0,63","0,56","0,98 %","3,39 %","7,02 %","13,72 %","1,13 %","1,17 %","1,14 %",,"4,57 %","-0,80 %","0,17 %","1,37 %","151.229.919,59","90,82",,,,,"-3,14 %",,,2024-06-01,,
SHOP11,,,,Shoppings,"59,29","281,25","1,34","6,75",,,,,,,,,,,,,"65.506.751,00",,,,,,,,,2024-06-01,,
SHPH11,,,,Shoppings,"871,01","111.491,54","0,94","4,30","0,49 %","1,48 %","3,20 %","7,00 %","0,49 %","0,53 %","0,58 %",,"2,08 %","-0,12 %","0,37 %","10,87 %","562.921.837,47","924,41",,,,,"3,38 %",,,2024-06-01,,
SHSO11,,,,Indefinido,,,,"0,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"19.769.049,00",,,,,,,,,2024-06-01,,
SIGR11,,,,Indefinido,"98,67","8.707,20","0,93","1,30","0,00 %","1,32 %","1,32 %","1,32 %","0,44 %","0,22 %","0,11 %",,"1,32 %","0,00 %","0,00 %",,"41.367.710,34",,,,,,,,,2024-06-01,,
SNAG11,,,,Papéis,"10,08","1.715.882,63","1,00","0,11","0,00 %","2,08 %","5,30 %","12,02 %","0,69 %","0,88 %","1,00 %",,"3,12 %","0,00 %","0,00 %",,"503.618.874,26","10,07",,,,,"-90,06 %",,,2024-06-01,,
SNCI11,,,,Papéis,"97,64","627.242,21","0,99","0,87","0,87 %","2,77 %","5,77 %","12,17 %","0,92 %","0,96 %","1,01 %",,"2,77 %","-0,60 %","0,27 %","1,91 %","416.260.204,51","99,11",,,,,"1,76 %",,,2024-06-01,,
SNEL11,,,,Indefinido,"140,02","420.989,13","1,43","1,55","1,06 %","3,45 %","4,70 %","4,70 %","1,15 %","1,18 %","1,18 %",,"3,45 %","8,96 %","10,12 %","22,00 %","48.858.354,25",,,,,,,,,2024-06-01,,
SNFF11,,,,Fundo de Fundos,"90,20","665.783,25","0,96","0,72","0,84 %","2,37 %","5,29 %","9,71 %","0,79 %","0,88 %","0,81 %",,"2,37 %","-0,51 %","0,33 %","-2,21 %","264.557.315,35","93,48",,,,,"5,62 %",,,2024-06-01,,
SNID11,,,,Indefinido,"112,87","198.919,08",,"1,05","0,95 %","3,12 %","6,48 %","12,14 %","1,04 %","1,08 %","1,01 %",,"3,12 %","3,76 %","4,75 %","10,54 %",,,,,,,,,,2024-06-01,,
SNLG11,,,,Imóveis Industriais e Logísticos,"24,18","232.210,96","0,87","0,35","0,99 %","2,68 %","5,21 %","11,52 %","0,89 %","0,87 %","0,96 %",,"2,68 %","-12,69 %","-11,83 %","-8,18 %","65.477.185,63",,,,,,,,,2024-06-01,,
SNME11,,,,Indefinido,"9,92","140.971,29","1,01","0,10","1,03 %","3,36 %","3,36 %","3,36 %","1,12 %","1,12 %","1,12 %",,"3,36 %","-3,95 %","-2,96 %","-3,83 %","72.606.290,20",,,,,,,,,2024-06-01,,
SOLR11,,,,Imóveis Comerciais - Outros,"1.051,35","4.931.882,00","1,12","4,77","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"60.471.785,21",,,,,,,,,2024-06-01,,
SPMO11,,,,Indefinido,"120,00","166.638,78","0,83","0,43","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"262.631.995,05",,,,,,,,,2024-06-01,,
SPTW11,,,,Lajes Corporativas,"44,00","83.983,21","0,77","0,44","0,99 %","2,98 %","6,72 %","13,01 %","0,99 %","1,12 %","1,08 %",,"4,50 %","1,28 %","2,28 %","11,21 %","103.120.465,89","57,80",,,,,"3,70 %",,,2024-06-01,,
SPVJ11,,,,Shoppings,,,,"0,63","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",,"0,00 %","0,00 %","0,00 %",,"700.187.099,44","110,93",,,,,"-4,57 %",,,2024-06-01,,
SPXS11,,,,Indefinido,"9,44","726.215,71","0,98","0,10","1,00 %","2,97 %","5,91 %","13,33 %","0,99 %","0,99 %","1,11 %",,"3,94 %","-0,21 %","0,79 %","10,63 %","195.086.115,52",,,,,,,,,2024-06-01,,
SRVD11,,,,Indefinido,"3,00","233,91","583,00","0,20","2,29 %","3,30 %","3,30 %","3,30 %","1,65 %","1,65 %","1,65 %",,"3,30 %","-9,79 %","-7,73 %","-7,73 %","-905.951,15","1,19",,,,,"-0,11 %",,,2024-06-01,,
