,Título,Ativos,CEPs,Ratings,estado_localidade
398,SDIL11,"['INTERNATIONAL BUSINESS PARK', 'MULTI MODAL DUQUE DE CAXIAS', 'ONE PARK', 'CENTRO LOGÍSTICO CONTAGEM', 'GALPÃO GUARULHOS']","['RJ', '25055150', '05015000', '32210160']","[None, 4, 5, 2.4]","[{'estado': None, 'localidade': None}, {'estado': 'RJ', 'localidade': 'Jardim Gramacho'}, {'estado': 'SP', 'localidade': 'Perdizes'}, {'estado': 'MG', 'localidade': 'Cidade Industrial'}]"
399,SEED11,[],[],[],[]
400,SEQR11,"['MADUREIRA', 'MAGNA SAP', 'JANDIRA', 'LOJA HABITARTE VERDE', 'PENHA']","['Janeiro', '04263100', 'Paulo', '04560000', '03644070']","[None, 4.2, None, 4.3, 4.3]","[{'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Ipiranga'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Brooklin Paulista'}, {'estado': 'SP', 'localidade': 'Vila Beatriz'}]"
401,SHOP11,['GRAVATAI SHOPPING CENTER'],['94035240'],[4.2],"[{'estado': 'RS', 'localidade': 'Passo das Pedras'}]"
402,SHPH11,['SHOPPING CENTER PÁTIO HIGIENÓPOLIS'],['01238000'],[4.6],"[{'estado': 'SP', 'localidade': 'Higienópolis'}]"
403,SHSO11,[],[],[],[]
404,SIGR11,[],[],[],[]
405,SJAU11,[],[],[],[]
406,SMRE11,[],[],[],[]
407,SNAG11,[],[],[],[]
408,SNCI11,[],[],[],[]
409,SNEL11,[],[],[],[]
410,SNFF11,[],[],[],[]
411,SNID11,[],[],[],[]
412,SNLG11,"['SUPERMARKET', 'CERATTI', 'MAGNA', 'AMBEV SANTA LUZIA', 'VW MAN', 'PIRITUBA']","['01529001', 'Paulo', '04263100', '33937130', '09220570', 'SP']","[4.5, None, 4, 3.8, 4.3, None]","[{'estado': 'SP', 'localidade': 'Aclimação'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Ipiranga'}, {'estado': 'MG', 'localidade': 'Conjunto Nova Pampulha (Justinópolis)'}, {'estado': 'SP', 'localidade': 'Vila Metalúrgica'}, {'estado': None, 'localidade': None}]"
413,SNME11,[],[],[],[]
414,SOLR11,[],[],[],[]
415,SPDE11,[],[],[],[]
416,SPMO11,[],[],[],[]
417,SPTW11,['IMÓVEL BADARÓ'],['01009000'],[4.2],"[{'estado': 'SP', 'localidade': 'Centro'}]"
418,SPVJ11,[],[],[],[]
419,SPXS11,[],[],[],[]
420,SRVD11,[],[],[],[]
421,STRX11,"['POWER SHOPPING CENTERMINAS', 'GLOBAL TOWER']","['31170678', '29050335']","[4.4, 4.6]","[{'estado': 'MG', 'localidade': 'Dom Joaquim'}, {'estado': 'ES', 'localidade': 'Enseada do Suá'}]"
422,TCPF11,"['IBITIRAMA', 'MARACATINS']","['Santo', 'SP']","[None, None]","[{'estado': None, 'localidade': None}, {'estado': None, 'localidade': None}]"
423,TEPP11,"['CONDOMÍNIO FARIA LIMA', 'EDIFÍCIO PASSARELLI', 'EDIFÍCIO TORRE SUL', 'EDIFÍCIO FUJITSU', 'EDIFÍCIO GPA']","['01451001', '05424010', '04576080', '01327001', '01401001']","[4.2, 4.4, 4.6, None, 4.7]","[{'estado': 'SP', 'localidade': 'Jardim Paulistano'}, {'estado': 'SP', 'localidade': 'Pinheiros'}, {'estado': 'SP', 'localidade': 'Cidade Monções'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Jardim Paulista'}]"
424,TGAR11,[],[],[],[]
425,TJKB11,"['MORUMBI', 'BORBA GATO', 'MARSELHESA', 'ANA ROSA', 'AVENIDA BRASIL', 'TATUAPÉ']","['05653070', '04702001', '04020060', '04010100', '16604006', 'Paulo']","[4.6, 4.1, 2.2, 4.3, 4, None]","[{'estado': 'SP', 'localidade': 'Jardim Leonor'}, {'estado': 'SP', 'localidade': 'Santo Amaro'}, {'estado': 'SP', 'localidade': 'Vila Mariana'}, {'estado': 'SP', 'localidade': 'Vila Mariana'}, {'estado': 'SP', 'localidade': 'Jardim América'}, {'estado': None, 'localidade': None}]"
426,TMPS11,[],[],[],[]
427,TORD11,[],[],[],[]
428,TRBL11,"['CENTRO LOGÍSTICO DE CONTAGEM', 'ONE PARK', 'GALPÃO GUARULHOS', 'GRU LOG', 'AMBEV FEIRA DE SANTANA']","['32210160', '05015000', '02054040', 'Bahia']","[2.4, 5, 4.3, 4.4]","[{'estado': 'MG', 'localidade': 'Cidade Industrial'}, {'estado': 'SP', 'localidade': 'Perdizes'}, {'estado': 'SP', 'localidade': 'Vila Guilherme'}, {'estado': None, 'localidade': None}]"
429,TRNT11,['TORRE NORTE'],['04794000'],[4.2],"[{'estado': 'SP', 'localidade': 'Vila Gertrudes'}]"
430,TRXB11,"['ASSAÍ CAMPINA GRANDE', 'EXTRA – RIO DAS OSTRAS', 'EXTRA – ARARUAMA', 'ASSAÍ DOURADOS', 'EXTRA – TERESINA', 'ASSAÍ BAURU', 'ASSAÍ PARQUE AMAZÔNIA', 'ASSAÍ JARDIM EUROPA', 'ASSAÍ PAULO AFONSO', 'ASSAÍ ST CENTRAL', 'ASSAÍ JEQUIÉ']","['58414500', '28890000', '28970000', '79840505', '64019870', '17010130', '74843200', '74325030', '48604005', '74055055', '45200970']","[4.4, 3.8, 3.9, 4.4, 4.2, 4.3, 4.4, 4.3, 4.4, 4.3, 4.3]","[{'estado': 'PB', 'localidade': 'Tambor'}, {'estado': None, 'localidade': None}, {'estado': 'RJ', 'localidade': ''}, {'estado': 'MS', 'localidade': 'Conjunto Habitacional Terra Roxa'}, {'estado': 'PI', 'localidade': 'Pio XII'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'GO', 'localidade': 'Parque Amazônia'}, {'estado': 'GO', 'localidade': 'Jardim Europa'}, {'estado': 'BA', 'localidade': 'Jardim Bahia'}, {'estado': 'GO', 'localidade': 'Setor Central'}, {'estado': 'BA', 'localidade': 'Centro'}]"
431,TRXF11,"['EXTRA – PRAIA GRANDE', 'LOJA EXTRA – RECIFE', 'EXTRA – RIO DAS OSTRAS', 'LOJA ASSAÍ – TERESINA', 'LOJA ASSAÍ – BAURU', 'LOJA ASSAÍ – CAMPINA GRANDE', 'LOJA PÃO DE AÇÚCAR – ARACAJÚ', 'LOJA ASSAÍ – CAMPINAS', 'LOJA PÃO DE AÇÚCAR – BRASÍLIA', 'LOJA ASSAÍ – DOURADOS', 'LOJA PÃO DE AÇÚCAR – GOIÂNIA', 'LOJA ASSAÍ – GOIÂNIA (1)', 'LOJA ASSAÍ – GOIÂNIA (2)', 'LOJA PÃO DE AÇÚCAR – GOIÂNIA', 'LOJA PÃO DE AÇÚCAR – RIBEIRÃO PRETO', 'LOJA ASSAÍ – GOIÂNIA (3)', 'LOJA PÃO DE AÇÚCAR – SANTO ANDRÉ', 'LOJA ASSAÍ – JEQUIÉ', 'LOJA PÃO DE AÇÚCAR – SÃO CAETANO DO SUL', 'LOJA PÃO DE AÇÚCAR – SÃO JOSÉ DO RIO PRETO', 'LOJA ASSAÍ – PAULO AFONSO', 'LOJA PÃO DE AÇÚCAR – SÃO JOSÉ DO RIO PRETO', 'LOJA ASSAÍ – PIRACICABA', 'LOJA PÃO DE AÇÚCAR – SÃO PAULO', 'LOJA ASSAÍ – SANTO ANDRÉ', 'LOJA EXTRA – ARARUAMA', 'LOJA PÃO DE AÇÚCAR - SANTANA DE PARNAÍBA', 'LOJA PÃO DE AÇÚCAR - SÃO PAULO', 'EXTRA - PERUIBE', 'LOJA PÃO DE AÇÚCAR - SÃO PAULO', 'LOJA PÃO DE AÇÚCAR - SÃO PAULO', 'LOJA PÃO DE AÇÚCAR - VALINHOS', 'EXTRA - SÃO BERNARDO DO CAMPO', 'LOJA PÃO DE AÇÚCAR – RIBEIRÃO PRETO', 'LOJA PÃO DE AÇÚCAR – CAMPINAS', 'LOJA CARREFOUR – JABOATÃO DOS GUARARAPES', 'LOJA ASSAÍ – ARAÇATUBA', 'LOJA ASSAÍ – PORTO VELHO', 'LOJA ASSAÍ – AV. BRASIL', 'LOJA ASSAÍ – MACAÉ', 'LOJA ASSAÍ – IPATINGA', 'LOJA OBRAMAX – PIRACICABA', 'LOJA GRUPO MATEUS – JUAZEIRO', 'LEROY MERLIN – SALVADOR', 'LOJA GRUPO MATEUS – PETROLINA', 'LOJA OBRAMAX – SUZANO', 'LOJA GRUPO MATEUS – BELÉM', 'LEROY MERLIN – JUNDIAÍ', 'LOJA GRUPO MATEUS – GUARABIRA', 'LOJA GRUPO MATEUS – PATOS', 'LOJA GRUPO MATEUS – ARACAJU', 'LOJA GRUPO MATEUS – CARUARU', 'LOJA GRUPO MATEUS – CARUARU', 'LOJA ASSAÍ – PAULÍNIA', 'LOJA CARREFOUR – JABAQUARA', 'HOSPITAL ALBERT EINSTEIN']","['11702200', '50070070', '28890000', '64075080', '17010130', '58414500', '49025750', '13013061', '70740546', '79840505', '74115010', '74055055', '74150030', '74115010', '01331001', '74325030', '09090060', '45200970', '09541001', '15015400', '48604005', '15015400', '13400100', '01317002', '09210570', '28970000', '06541005', '01317002', '11750000', '01317002', '01317002', '13270600', '09850350', '01331001', '17043070', '54410100', '16050005', '03112100', '20930041', '27930070', '35160291', '13423203', '48909347', '41098020', '56313295', '08613135', '66821', '13061155', '58200000', '58706310', '49085100', '55016400', '55016400', '13140000', '04046200', '05652900']","[4, 3.8, 3.8, 4.3, 4.3, 4.4, 4.4, 4.1, 4.1, 4.4, 4.2, 4.3, 3.4, 4.2, 4.4, 4.3, 4.2, 4.3, 4.3, 4.3, 4.4, 4.3, 4.4, 3.8, 4.1, 3.9, 4.3, 3.8, 4, 3.8, 3.8, 4.2, 3.8, 4.4, 4.4, 4.4, 4.6, 4.2, 4.5, 4.5, 4.2, 4.5, 4.5, 4.7, 4.4, 4.4, 4.2, 4.5, 4.6, 4.5, 4.4, 4.4, 4.4, 4.2, 4.2, 4.3]","[{'estado': 'SP', 'localidade': 'Guilhermina'}, {'estado': 'PE', 'localidade': 'Boa Vista'}, {'estado': None, 'localidade': None}, {'estado': 'PI', 'localidade': 'São Raimundo'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'PB', 'localidade': 'Tambor'}, {'estado': 'SE', 'localidade': 'Jardins'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'DF', 'localidade': 'Asa Norte'}, {'estado': 'MS', 'localidade': 'Conjunto Habitacional Terra Roxa'}, {'estado': 'GO', 'localidade': 'Setor Oeste'}, {'estado': 'GO', 'localidade': 'Setor Central'}, {'estado': 'GO', 'localidade': 'Setor Marista'}, {'estado': 'GO', 'localidade': 'Setor Oeste'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'GO', 'localidade': 'Jardim Europa'}, {'estado': 'SP', 'localidade': 'Jardim'}, {'estado': 'BA', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Santa Paula'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'BA', 'localidade': 'Jardim Bahia'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Alphaville'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Jardim Europa'}, {'estado': 'SP', 'localidade': 'Alves Dias'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': None, 'localidade': None}, {'estado': 'PE', 'localidade': 'Piedade'}, {'estado': 'SP', 'localidade': 'São Vicente'}, {'estado': 'SP', 'localidade': 'Mooca'}, {'estado': 'RJ', 'localidade': 'Benfica'}, {'estado': 'RJ', 'localidade': 'Granja dos Cavaleiros'}, {'estado': 'MG', 'localidade': 'Industrial'}, {'estado': 'SP', 'localidade': 'Santa Rita'}, {'estado': 'BA', 'localidade': 'Alto da Aliança'}, {'estado': 'BA', 'localidade': 'Horto Bela Vista'}, {'estado': 'PE', 'localidade': 'Portal da Cidade'}, {'estado': 'SP', 'localidade': 'Vila Monte Sion'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Jardim García'}, {'estado': 'PB', 'localidade': ''}, {'estado': 'PB', 'localidade': 'São Sebastião'}, {'estado': 'SE', 'localidade': 'José Conrado de Araújo'}, {'estado': 'PE', 'localidade': 'Universitário'}, {'estado': 'PE', 'localidade': 'Universitário'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Mirandópolis'}, {'estado': 'SP', 'localidade': 'Jardim Leonor'}]"
432,TSER11,['TORRE V - ED. ARAUCARIA'],['01406200'],[5],"[{'estado': 'SP', 'localidade': 'Jardim Paulista'}]"
433,TVRI11,"['CSL SÃO PAULO', 'EDIFÍCIO CACEX', 'AGÊNCIA SANTO AMARO PAULISTA', 'AGÊNCIA MOEMA', 'AGÊNCIA NOSSA SENHORA LAPA', 'AGÊNCIA CAMPOS ELISEOS', 'AGÊNCIA PINHEIROS', 'AGÊNCIA PARAÍSO', 'AGÊNCIA BAIRRO BOM RETIRO', 'AGÊNCIA PRAÇA DA ÁRVORE', 'AGÊNCIA BROOKLIN PAULISTA', 'AGÊNCIA SANTANA', 'AGÊNCIA ANA ROSA', 'AGÊNCIA VILA CARRAO', 'AGÊNCIA PENHA FRANCA', 'AGÊNCIA FREGUESIA DO Ó', 'AGÊNCIA CASA VERDE', 'AGÊNCIA IPIRANGA', 'AGÊNCIA BONFIM', 'AGÊNCIA CAMPINAS', 'AGÊNCIA CENTRO - SOROCABA', 'AGÊNCIA CATEDRAL - SOROCABA', 'PSO. PIRACICABA', 'AGÊNCIA SÃO JOSÉ DOS CAMPOS', 'AGÊNCIA ARACATUBA', 'AGÊNCIA PRAÇA RUI BARBOSA', 'SÃO CAETANO DO SUL', 'AGÊNCIA SÃO JOSÉ DO RIO PRETO', 'AGÊNCIA RIBEIRÃO PRETO', 'EDIFÍCIO SEDE III', 'AGÊNCIA ASA NORTE 504', 'AGÊNCIA CONJUNTO NACIONAL', 'AGÊNCIA ASA SUL 507', 'AGÊNCIA BELO HORIZONTE', 'CSL BELO HORIZONTE', 'AGÊNCIA TAMOIOS BH', 'AGÊNCIA CARIJOS', 'AGÊNCIA UBERLÂNDIA', 'AGÊNCIA ZONA SUL', 'AGÊNCIA LEBLON', 'AGÊNCIA CINELÂNDIA', 'AGÊNCIA JACAREPAGUÁ', 'AGÊNCIA CAMPOS DOS GOYTACAZES', 'AGÊNCIA NITERÓI', 'AGÊNCIA DUQUE DE CAXIAS', 'CSL CURITIBA', 'AGÊNCIA MARINGÁ', 'AGÊNCIA PONTA GROSSA', 'AGÊNCIA TOLEDO', 'CSL BRASÍLIA', 'AGÊNCIA FLORIANÓPOLIS', 'AGÊNCIA PRAÇA XV NOVEMBRO', 'SUPER VAR. E GOV.', 'AGÊNCIA CAXIAS DO SUL', 'AGÊNCIA PASSO FUNDO', 'AGÊNCIA BELÉM', 'AGÊNCIA MANAUS', 'AGÊNCIA AFONSO PENA', 'AGÊNCIA ALDEOTA', 'AGÊNCIA GENERAL VALADÃO', 'SUPER VAR. E GOV.']","['03404060', '02327100', '04752010', '04521005', '05072000', '01205001', '05422012', 'Covilhã', '01126000', '04046000', '04621002', '02010400', '04009001', '03402002', '03606010', '02732040', '02515000', '04209001', '05110020', '13010061', '18035252', '18010170', '13400070', '12242840', '88780000', '01326010', 'Paulo', '15015700', '14025480', '70073901', '70730522', '01311300', '70351530', '30180091', '30295250', '30120054', 'SP', '38400160', '04038000', '22431002', '20031007', '22775090', '28010460', '24020072', '25070005', '80520170', '01046911', '84010010', '01311000', '71675290', '01013001', '78135730', '95020450', '99010051', '66040174', '69057015', '04511001', '60150165', '49010520', '78135730']","[3.9, None, 3.2, 3.9, 4.8, 2.8, 2.4, 5, 3.7, 2, 2.2, 2.6, 3.1, 2.8, 2.9, 2.9, 2.5, 3.9, 5, 3.6, 4.4, 4.9, None, 4.8, 4.7, 3.8, None, 4.9, 4.9, 4.4, 3.1, 4.5, 2.7, 4.9, 5, 3.6, None, 4.8, 4, 3.5, 4, None, 5, 3, 2.5, 4.6, 4.8, 4.1, 5, 5, 3.8, 4, 4.3, 3.5, None, 4.4, 3.5, 3.4, 2, 4]","[{'estado': 'SP', 'localidade': 'Chácara Califórnia'}, {'estado': 'SP', 'localidade': 'Jardim Portal I e II'}, {'estado': 'SP', 'localidade': 'Santo Amaro'}, {'estado': 'SP', 'localidade': 'Moema'}, {'estado': 'SP', 'localidade': 'Lapa'}, {'estado': 'SP', 'localidade': 'Campos Elíseos'}, {'estado': 'SP', 'localidade': 'Pinheiros'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Bom Retiro'}, {'estado': 'SP', 'localidade': 'Mirandópolis'}, {'estado': 'SP', 'localidade': 'Brooklin Paulista'}, {'estado': 'SP', 'localidade': 'Santana'}, {'estado': 'SP', 'localidade': 'Vila Mariana'}, {'estado': 'SP', 'localidade': 'Vila Carrão'}, {'estado': 'SP', 'localidade': 'Penha de França'}, {'estado': 'SP', 'localidade': 'Vila Albertina'}, {'estado': 'SP', 'localidade': 'Casa Verde'}, {'estado': 'SP', 'localidade': 'Ipiranga'}, {'estado': 'SP', 'localidade': 'Vila Piauí'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Jardim Esplanada'}, {'estado': 'SC', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Alto da Boa Vista'}, {'estado': 'DF', 'localidade': 'Asa Sul'}, {'estado': 'DF', 'localidade': 'Asa Norte'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'DF', 'localidade': 'Asa Sul'}, {'estado': 'MG', 'localidade': 'Barro Preto'}, {'estado': 'MG', 'localidade': 'Taquaril'}, {'estado': 'MG', 'localidade': 'Centro'}, {'estado': None, 'localidade': None}, {'estado': 'MG', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Vila Clementino'}, {'estado': 'RJ', 'localidade': 'Leblon'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Jacarepaguá'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'PR', 'localidade': 'Bom Retiro'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'PR', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'DF', 'localidade': 'Setor de Habitações Individuais Sul'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'MT', 'localidade': 'Centro-Sul'}, {'estado': 'RS', 'localidade': 'Nossa Senhora de Lourdes'}, {'estado': 'RS', 'localidade': 'Centro'}, {'estado': 'PA', 'localidade': 'Nazaré'}, {'estado': 'AM', 'localidade': 'Adrianópolis'}, {'estado': 'SP', 'localidade': 'Vila Nova Conceição'}, {'estado': 'CE', 'localidade': 'Aldeota'}, {'estado': 'SE', 'localidade': 'Centro'}, {'estado': 'MT', 'localidade': 'Centro-Sul'}]"
434,URHF11,[],[],[],[]
435,URPR11,[],[],[],[]
436,VCJR11,[],[],[],[]
437,VCRA11,[],[],[],[]
438,VCRI11,[],[],[],[]
439,VCRR11,"['ATMOSFERA VILA MARIANA', 'HIGHLINE ICONYC', 'CYRELA FOR YOU', 'CYRELA ON THE PARC']","['04106040', '04040033', '05007001', '04027000']","[4.4, 4, 5, 4.5]","[{'estado': 'SP', 'localidade': 'Vila Mariana'}, {'estado': 'SP', 'localidade': 'Vila Clementino'}, {'estado': 'SP', 'localidade': 'Perdizes'}, {'estado': 'SP', 'localidade': 'Vila Clementino'}]"
440,VGHF11,[],[],[],[]
441,VGIA11,[],[],[],[]
442,VGIP11,[],[],[],[]
443,VGIR11,[],[],[],[]
444,VGRI11,[],[],[],[]
445,VIDS11,[],[],[],[]
446,VIFI11,[],[],[],[]
447,VIGT11,[],[],[],[]
448,VILG11,"['INDUSTRIAL CD ELDORADO', 'AIRPORT TOWN', 'CENTRO DE DISTRIBUIÇÃO PRIVALIA', 'BTS CREMER', 'EXTREMA BUSINESS PARK', 'INDUSTRIAL CASTELO 57 BUSINESS PARK', 'FERNÃO DIAS BUSINESS PARK', 'CAXIAS PARK', 'FULWOOD PARQUE LOGÍSTICO OSASCO', 'INDUSTRIAL CD CARIACICA', 'AIRPORT TOWN GUARULHOS III', 'ALIANZA PARK', 'PARQUE LOGÍSTICO PERNAMBUCO', 'INDUSTRIAL CD CACHOEIRINHA', 'PORTO CANOA']","['92990000', '07180000', 'Paulo', '37640000', 'SP', '37640000', '25268310', '05583000', '29157100', '07180000', '05001200', '54325440', 'RS', 'ES']","[None, 3.7, 4, 5, 4.5, 4.2, 4.4, 4.3, 4.5, 3.7, 4.7, 2.8, None, None]","[{'estado': 'RS', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Cidade Jardim Cumbica'}, {'estado': None, 'localidade': None}, {'estado': 'MG', 'localidade': ''}, {'estado': None, 'localidade': None}, {'estado': 'MG', 'localidade': ''}, {'estado': 'RJ', 'localidade': 'Nova Campinas'}, {'estado': 'SP', 'localidade': 'Jardim Boa Vista (Zona Oeste)'}, {'estado': 'ES', 'localidade': 'Padre Mathias'}, {'estado': 'SP', 'localidade': 'Cidade Jardim Cumbica'}, {'estado': 'SP', 'localidade': 'Água Branca'}, {'estado': 'PE', 'localidade': 'Guararapes'}, {'estado': None, 'localidade': None}, {'estado': None, 'localidade': None}]"
449,VINO11,"['CARDEAL CORPORATE', 'BM 336', 'HADDOCK LOBO 347', 'BMA CORPORATE', 'LAB 1404', 'BROOKLIN BUSINESS SQUARE', 'OSCAR FREIRE 585', 'C&A', 'VITA CORÁ', 'SEDE GLOBO']","['05407000', '22431002', '01414001', '01224010', '05417002', '04705000', '01426001', '01327010', '05061450', 'Janeiro']","[None, None, None, None, 4, 4.2, None, 4.8, 5, None]","[{'estado': 'SP', 'localidade': 'Pinheiros'}, {'estado': 'RJ', 'localidade': 'Leblon'}, {'estado': 'SP', 'localidade': 'Cerqueira César'}, {'estado': 'SP', 'localidade': 'Vila Buarque'}, {'estado': 'SP', 'localidade': 'Pinheiros'}, {'estado': 'SP', 'localidade': 'Vila Gertrudes'}, {'estado': 'SP', 'localidade': 'Cerqueira César'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Vila Romana'}, {'estado': None, 'localidade': None}]"
450,VISC11,"['SHOPPING GRANJA VIANNA', 'CENTER SHOPPING RIO', 'SHOPPING IGUATEMI BOSQUE', 'ILHA PLAZA SHOPPING', 'SHOPPING PARALELA', 'MINAS SHOPPING', 'SHOPPING PÁTIO BELÉM', 'PRUDENSHOPPING', 'SHOPPING PRAIA DA COSTA', 'RIBEIRÃOSHOPPING', 'SHOPPING TACARUNA', 'SHOPPING ABC', 'WEST SHOPPING', 'NORTH SHOPPING MARACANAÚ', 'VILLA ROMANA', 'SHOPPING BOULEVARD', 'PANTANAL SHOPPING', 'SHOPPING PORTO VELHO', 'SHOPPING CONJUNTO NACIONAL', 'VIA SUL SHOPPING', 'SHOPPING CRYSTAL', 'SHOPPING ESTAÇÃO', 'NATAL SHOPPING', 'MADUREIRA SHOPPING', 'CAMPINAS SHOPPING', 'SHOPPING PLAZA SUL', 'BANGU SHOPPING', 'SHOPPING VILLAGIO CAXIAS', 'CARIOCA SHOPPING', 'SHOPPING SÃO LUIS']","['06709015', '22740010', '01451000', '21920445', '41730101', '31160342', '66023710', '19060000', '29101950', '14026900', '50110900', '09190210', '05003020', '61900010', '01327900', '03066030', '78020250', '76820017', '70077900', '60833005', '80420000', '04843010', '59064900', '21351050', '13050913', '04151100', '21820005', '95110900', '21210000', '65076907']","[4.4, 4.1, 4.6, 4.2, 4.4, 4.5, 4.5, 4.5, 4.4, 4.7, 4.5, 4.5, 4.3, 4.4, 4.3, 4.4, 4.5, 4.6, 4.4, 4.4, 4.2, 3.9, 4.5, 4.4, 4.3, 4.3, 4.5, 4.5, 4.5, 4.5]","[{'estado': 'SP', 'localidade': 'Lageadinho'}, {'estado': 'RJ', 'localidade': 'Pechincha'}, {'estado': 'SP', 'localidade': 'Jardim Paulistano'}, {'estado': 'RJ', 'localidade': 'Jardim Carioca'}, {'estado': 'BA', 'localidade': 'Paralela'}, {'estado': 'MG', 'localidade': 'União'}, {'estado': 'PA', 'localidade': 'Batista Campos'}, {'estado': 'SP', 'localidade': 'Vila Santa Helena'}, {'estado': 'ES', 'localidade': 'Praia da Costa'}, {'estado': 'SP', 'localidade': 'Jardim Califórnia'}, {'estado': 'PE', 'localidade': 'Santo Amaro'}, {'estado': 'SP', 'localidade': 'Paraíso'}, {'estado': 'SP', 'localidade': 'Água Branca'}, {'estado': 'CE', 'localidade': None}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Tatuapé'}, {'estado': 'MT', 'localidade': None}, {'estado': 'RO', 'localidade': 'Nova Porto Velho'}, {'estado': 'DF', 'localidade': 'Asa Norte'}, {'estado': 'CE', 'localidade': 'Sapiranga'}, {'estado': 'PR', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Parque Brasil'}, {'estado': 'RN', 'localidade': 'Candelária'}, {'estado': 'RJ', 'localidade': 'Madureira'}, {'estado': 'SP', 'localidade': 'Jardim do Lago'}, {'estado': 'SP', 'localidade': 'Bosque da Saúde'}, {'estado': 'RJ', 'localidade': 'Bangu'}, {'estado': 'RS', 'localidade': 'Cidade Nova'}, {'estado': 'RJ', 'localidade': 'Vicente de Carvalho'}, {'estado': 'MA', 'localidade': 'Jaracaty'}]"
451,VIUR11,"['ANHANGUERA CAMPINAS', 'FACAMP', 'GRANDE CENTER', 'ÂNIMA CANOAS', 'LABORATÓRIO ALTA', 'ÂNIMA PORTO ALEGRE', 'CÂNDIDO BENÍCIO']","['13052100', '13083898', '65000000', '98801000', '01333000', '91910250', 'RJ']","[2.8, 4.6, 4.3, 5, 3.6, 4.8, None]","[{'estado': 'SP', 'localidade': 'Jardim Morumbi'}, {'estado': 'SP', 'localidade': 'Cidade Universitária'}, {'estado': None, 'localidade': None}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'RS', 'localidade': 'Tristeza'}, {'estado': None, 'localidade': None}]"
452,VJFD11,[],[],[],[]
453,VLIQ11,[],[],[],[]
454,VLOL11,['VILA OLÍMPIA CORPORATE'],['04551010'],[4.6],"[{'estado': 'SP', 'localidade': 'Vila Olímpia'}]"
455,VOTS11,[],[],[],[]
456,VRTA11,[],[],[],[]
457,VRTM11,[],[],[],[]
458,VSEC11,[],[],[],[]
459,VSHO11,"['SHOPPING VALINHOS', 'SHOPPING HORTOLÂNDIA', 'SHOPPING BAY MARKET']","['13271600', '13184494', '24020002']","[4.2, 4.3, 4.2]","[{'estado': 'SP', 'localidade': 'Jardim Paiquerê'}, {'estado': 'SP', 'localidade': 'Loteamento Remanso Campineiro'}, {'estado': 'RJ', 'localidade': 'Centro'}]"
460,VSLH11,[],[],[],[]
