,Título,Ativos,CEPs,Ratings,estado_localidade
159,GARE11,"['PÃO DE AÇÚCAR - ANGÉLICA', 'PÃO DE AÇÚCAR - VILA LEOPOLDINA', 'PÃO DE AÇÚCAR - SABARÁ', 'PÃO DE AÇÚCAR - ABILIO SOARES', 'PÃO DE AÇÚCAR - SANTO ANDRÉ', 'PÃO DE AÇÚCAR - CAMPINAS', 'PÃO DE AÇÚCAR - PARÓQUIA', 'PÃO DE AÇÚCAR - BÚZIOS', 'PÃO DE AÇÚCAR - BRASÍLIA', 'PÃO DE AÇÚCAR - BRASÍLIA', 'PÃO DE AÇÚCAR - GOIÂNIA', 'MATEUS - MACEIÓ', 'MATEUS - MACEIÓ', 'PÃO DE AÇÚCAR - JACOBINA', 'MATEUS - CONCEIÇÃO DO COITÉ', 'MATEUS - ITABUNA', 'MATEUS - VITÓRIA DA CONQUISTA', 'MATEUS - CAJAZEIRAS', 'MATEUS - SOUSA', 'MATEUS - TIMON', 'AIR LIQUIDE - SÃO JOSÉ DOS CAMPOS', 'AIR LIQUIDE - CANOAS', 'BAT SOUZA CRUZ - CACHOEIRINHA', 'BRF VISA - VITÓRIA DE SANTO ANTÃO', 'ALMANARA - JANDIRA']",[],[],[]
160,GCFF11,[],[],[],[]
161,GCOI11,[],[],[],[]
162,GCRA11,[],[],[],[]
163,GCRI11,[],[],[],[]
164,GESE11B,['CASA DAROS'],[],[],[]
165,GGRC11,"['AETHRA', 'COVOLAN', 'HERING ANÁPOLIS', 'AMBEV ITAJAÍ', 'AMBEV PELOTAS', 'MOINHO - CASCAVEL', 'CAMARGO EMBALAGENS', 'MOINHO – SÃO MIGUEL DO IGUAÇU', 'CEPALGO EMBALAGENS FLEXÍVEIS LTDA', 'SUZANO', 'COPOBRÁS IND. E COMÉRCIO DE EMBALAGENS LTDA', 'TODIMO', 'EAGLEBURGMANN', 'AMBEV GUARULHOS', 'BENTELER', 'SANTA CRUZ', 'AMERICANAS UBERLÂNDIA', 'RIZOBACTER', 'GRUPO CB/ASSAI ATACADISTA', 'DAFITI', 'MERCADO LIVRE/TOYOTA']",[],[],[]
166,GLOG11,['PARQUE LOGÍSTICO'],[],[],[]
167,GRWA11,[],[],[],[]
168,GSFI11,"['PARQUE SHOPPING BARUERI', 'OUTLET PREMIUM BRASÍLIA', 'PARQUE SHOPPING SULACAP', 'OUTLET PREMIUM GRANDE SÃO PAULO', 'OUTLET PREMIUM RIO DE JANEIRO', 'SHOPPING BONSUCESSO', 'OUTLET PREMIUM SALVADOR', 'UNIMART SHOPPING CAMPINAS', 'OUTLET PREMIUM SÃO PAULO']",[],[],[]
169,GTLG11,"['DISTRIBUTION CENTER BARUERI', 'DISTRIBUTION CENTER CAJAMAR', 'DISTRIBUTION CENTER RODOANEL', 'CENTRO LOGÍSTICO EMBU']",[],[],[]
170,GTWR11,['EDIFÍCIO GREEN TOWERS'],[],[],[]
171,GURB11,[],[],[],[]
172,GZIT11,"['SHOPPING LIGHT', 'SHOPPING PRADO BOULERVARD', 'SHOPPING MORUMBI TOWN', 'INTERNACIONAL SHOPPING', 'MAIS SHOPPING']",[],[],[]
173,HAAA11,"['EDIFÍCIO WT MORUMBI', 'EDIFÍCIO THERA CORPORATE']",[],[],[]
174,HABT11,[],[],[],[]
175,HBCR11,"['PREDIO COMERCIAL DECATHLON GOIANIA', 'PREDIO COMERCIAL DECATHLON CAMPINAS', 'PREDIO COMERCIAL DECATHLON RAPOSO TAVARES', 'PREDIO COMERCIAL DECATHLON JOINVILLE', 'ASSAI CAUCAIA', 'CENTRO DE DISTRIBUIÇÃO GPA CAUCAIA']",[],[],[]
176,HBRH11,"['THE CITTYPLEX', 'ONE ELEVEN', 'NEOLINK OFFICE, MALL & STAY', 'BARRA PRIVATE', 'CONDOMÍNIO HELBOR TRILOGY HOME & OFFICES']",[],[],[]
177,HCHG11,[],[],[],[]
178,HCRA11,[],[],[],[]
179,HCRI11,['HOSPITAL DA CRIANÇA'],[],[],[]
180,HCTR11,[],[],[],[]
181,HDEL11,['CITLOG VARGINHA'],[],[],[]
182,HFOF11,[],[],[],[]
183,HGAG11,[],[],[],[]
184,HGBL11,"['CONDOMÍNIO LOGÍSTICO INDUSTRIAL SALTO', 'PARQUE ANHANGUERA']",[],[],[]
185,HGBS11,"['SHOPPING JARDIM SUL', 'FLORIPA SHOPPING', 'SHOPPING PARQUE DOM PEDRO', 'GOIABEIRAS SHOPPING CENTER', 'SHOPPING PRAÇA DA MOÇA', 'GRAND PLAZA SHOPPING', 'SHOPPING VILLA LOBOS', 'I FASHION OUTLET – NOVO HAMBURGO', 'SHOPPING WEST PLAZA', 'MOOCA PLAZA SHOPPING', 'SUZANO SHOPPING', 'SANTANA PARQUE SHOPPING', 'TIVOLI SHOPPING CENTER', 'SÃO BERNARDO PLAZA SHOPPING', 'VIA PARQUE SHOPPING', 'SHOPPING CENTER PENHA', 'SHOPPING FRANCA', 'SOPPING CAPIM DOURADO', 'BOULEVARD SHOPPING BAURU']",[],[],[]
186,HGCR11,[],[],[],[]
187,HGFF11,[],[],[],[]
188,HGIC11,[],[],[],[]
189,HGLG11,"['GERDAU RIO DE JANEIRO', 'BETIM', 'GR LOUVEIRA', 'BRASCABOS RIO CLARO', 'ITUPEVA G100', 'CONDOMÍNIO SJC', 'CREMER BLUMENAU', 'TECH TOWN', 'GALPÃO CONE G06', 'TETRA PAK MONTE MOR', 'GALPÕES EXTREMA', 'VOLKSWAGEN VINHEDO', 'HGLG SÃO CARLOS', 'HGLG DUQUE DE CAXIAS', 'BTEIM BTS - MELI', 'ITUPEVA G200', 'HGLG RIBEIRÃO', 'PARQUE TORINO', 'CLE', 'DCB', 'DCC', 'DCR', 'HGLG ITAPEVI', 'MASTER LABS', 'SYSLOG', 'GALPÃO CONE G03']",[],[],[]
190,HGPO11,"['EDIFÍCIO METROPOLITAN', 'EDIFÍCIO PLATINUM']",[],[],[]
191,HGRE11,"['BB ANTÔNIO DAS CHAGAS', 'ED. JATOBÁ CBOP', 'ED. BERRINI ONE', 'ED. PAULISTA STAR', 'CENTRO EMPRESARIAL CIDADE NOVA - TELEPORTO', 'ED. ROBERTO SAMPAIO FERREIRA', 'CENTRO EMPRESARIAL DE SÃO PAULO', 'EMPRESARIAL TRANSATLÂNTICO', 'GVT CURITIBA', 'CENTRO EMPRESARIAL GUAÍBA', 'SERCOM TABOÃO', 'ED. BRASILINTERPART', 'TORRE MARTINIANO', 'ED. CHUCRI ZAIDAN', 'CENTRO EMPRESARIAL SÊNECA']",[],[],[]
192,HGRS11,"['EDIFÍCIO FARIA LIMA', 'JML 747']",[],[],[]
193,HGRU11,"[""SAM'S CLUB BARIGUI"", 'ANGÉLICA - SÃO JUDAS', 'UNIVERSIDADE ESTÁCIO DE SÁ', 'IBMEC BARRA', ""SAM'S CLUB SÃO JOSÉ DOS CAMPOS"", 'BIG SÃO BERNARDO', 'SANTO ALBERTO', 'PERNAMBUCANAS BANDEIRANTES', 'ATACADÃO SÃO CARLOS', 'PERNAMBUCANAS TELÊMACO BORBA', 'PERNAMBUCANAS IBIPORÃ', 'PERNAMBUCANAS CARAPICUÍBA', 'MINEIRÃO JOÃO PESSOA', 'PERNAMBUCANAS ITAPECERICA DA SERRA', 'MINEIRÃO UBERLÂNDIA', 'PERNAMBUCANAS MARECHAL CANDIDO RONDON', 'PERNAMBUCANAS ITUVERAVA', 'PERNAMBUCANAS PALMAS', 'MINEIRÃO CONTAGEM', 'PERNAMBUCANAS PINDAMONHANGABA', 'PERNAMBUCANAS MARILIA', 'PERNAMBUCANAS TATUI', 'PERNAMBUCANAS ITAPIRA', 'PERNAMBUCANAS PASSOS', ""SAM'S CLUB GRANJA VIANA"", 'PERNAMBUCANAS MIRANDÓPOLIS', 'MINEIRÃO JUIZ DE FORA', 'PERNAMBUCANAS POÇOS DE CALDAS', 'PERNAMBUCANAS MAUÁ', 'PERNAMBUCANAS CAMPO LARGO', 'PERNAMBUCANAS ARAGUARI', 'PERNAMBUCANAS BARRETOS', ""SAM'S CLUB ATUBA"", 'PERNAMBUCANAS AMPARO', 'PERNAMBUCANAS ADAMANTINA', 'PERNAMBUCANAS BELO HORIZONTE', 'MINEIRÃO UBERABA', 'PERNAMBUCANAS CRUZEIRO', 'PERNAMBUCANAS PEREIRA BARRETO', 'PERNAMBUCANAS PRESIDENTE EPITÁCIO', 'PERNAMBUCANAS ITAPEVA', 'PERNAMBUCANAS RIBEIRÃO PRETO', 'PERNAMBUCANAS APIAÍ', 'PERNAMBUCANAS MACHADO', 'PERNAMBUCANAS CAPÃO BONITO', 'PERNAMBUCANAS GUAÍRA', 'PERNAMBUCANAS ITU', 'PERNAMBUCANAS JUNDIAI', 'PERNAMBUCANAS ITAPETININGA', 'PERNAMBUCANAS TAQUARITUBA', 'BIG INDIANÓPOLIS', 'PERNAMBUCANAS DRACENA', 'PERNAMBUCANAS LINS', 'PERNAMBUCANAS OLÍMPIA', 'PERNAMBUCANAS SÃO JOSÉ DO RIO PARDO', 'PERNAMBUCANAS ITARARÉ', 'PERNAMBUCANAS BARRA BONITA', 'PERNAMBUCANAS ITANHAÉM', 'EDIFÍCIO SANTO ALBERTO', 'CRUZEIRO DO SUL', 'DUTRA 107', 'ATACADÃO INDIANÓPOLIS', 'ATACADÃO VILA GUILHERME', ""SAM'S CLUB TATUAPÉ"", 'ATACADÃO SÃO BERNARDO', 'ATACADÃO CAMBÉ', 'SENDAS FOZ DO IGUAÇU', 'PERNAMBUCANAS PIRAJÚ']",[],[],[]
194,HILG11,[],[],[],[]
195,HLOG11,"['GALPÃO VILA PRUDENTE', 'CONDOMÍNIO VIRACOPOS', 'CITLOG SUL DE MINAS', 'PARQUE ANHANGUERA']",[],[],[]
196,HOFC11,"['EDIFÍCIO CORPORATE ALAMEDAS', 'EDIFÍCIO RACHID SALIBA', 'EDIFÍCIO BIRMANN 20', 'EDIFÍCIO MORUMBI']",[],[],[]
197,HOSI11,"['HOUSI JAÚ', 'HOUSI URUSSUÍ']",[],[],[]
198,HPDP11,['SHOPPING PARQUE DOM PEDRO'],[],[],[]
199,HRDF11,['TERRENO ITAIM PAULISTA'],[],[],[]
200,HREC11,[],[],[],[]
201,HRES11,[],[],[],[]
202,HSAF11,[],[],[],[]
203,HSLG11,"['GALPÃO ARUJÁ', 'GALPÃO ITAPEVI', 'GALPÃO MANAUS', 'GALPÃO CONTAGEM', 'GALPÃO SÃO JOSÉ DOS PINHAIS']",[],[],[]
204,HSML11,"['SHOPPING GRANJA VIANNA', 'SHOPPING PÁTIO MACEIÓ', 'SUPERSHOPPING OSASCO', 'SHOPPING METRÔ TUCURUVI', 'VIA VERDE SHOPPING', 'SHOPPING PARALELA', 'SHOPPING UBERABA']",[],[],[]
205,HSRE11,"['GARAGEM - COPACABANA', 'LOJA - SHOPPING ABC', 'LOJA - SHOPPING BARRA SALVADOR', 'LOJA - CENTRO BH', 'LOJA - SHOPPING CENTER PIEDADE', 'LOJA - CENTRO CAMPINAS', 'LOJA - SHOPPING CURITIBA', 'LOJA - CENTRO E CALL CENTER', 'LOJA - SHOPPING GOIÂNIA', 'LOJA - CENTRO SÃO LUIS', 'LOJA - SHOPPING IGUATEMI', 'LOJA - CENTRO SP', 'LOJA - SHOPPING IGUATEMI MACEIÓ', 'LOJA - COPACABANA', 'LOJA - SHOPPING IGUATEMI RJ', 'LOJA - COPACABANA', 'LOJA - SHOPPING MACEIÓ', 'LOJA - DEL REY BH', 'LOJA - SHOPPING MINAS', 'LOJA - DUQUE DE CAXIAS', 'LOJA - SHOPPING NITERÓI', 'LOJA - NORTE SHOPPING', 'LOJA - SHOPPING PÁTIO BELÉM', 'LOJA - NOVA IGUAÇU', 'LOJA - SHOPPING PÁTIO BRASIL', 'LOJA - OUVIDOR', 'LOJA - TIJUCA', 'LOJA - RECIFE', 'LOJA - VITÓRIA']",[],[],[]
206,HTMX11,"['BLUE TREE FARIA LIMA', 'FARIA LIMA IBIS STYLES', 'INTERCITY NAÇÕES UNIDAS', 'COMFORT NOVA PAULISTA', 'INTERCITY PREMIUM BERRINI', 'ESTANPLAZA BERRINI', 'INTERCITY PREMIUM IBIRAPUERA', 'FUNCHAL ESTANPLAZA', 'EUROPA MELIÁ JARDIM', 'IBIRAPUERA ESTANPLAZA', 'PRIME NOBILE PAULISTA', 'INTERNATIONAL ESTANPLAZA', 'STAYBRIDGE SUITES', 'ESTANPLAZA NAÇÕES UNIDAS', 'TRYP BERRINI', 'GRAN ESTANPLAZA', 'IGUATEMI TRYP', 'HOTEL IBIS BUDGET JARDINS', 'HOTEL IBIS BUDGET PAULISTA', 'PAULISTA TRYP', 'HOTEL IBIS SÃO PAULO PAULISTA', 'WYNDHAM BERRINI']",[],[],[]
207,HUCG11,['HOSPITAL UNIMED CAMPINA GRANDE'],[],[],[]
208,HUSC11,['HOSPITAL UNIMED SUL CAPIXABA'],[],[],[]
209,HUSI11,[],[],[],[]
210,IAAG11,[],[],[],[]
211,IAGR11,[],[],[],[]
212,IBCR11,[],[],[],[]
213,IBFF11,[],[],[],[]
214,ICNE11,[],[],[],[]
215,ICRI11,[],[],[],[]
216,IDFI11,[],[],[],[]
217,IDGR11,[],[],[],[]
218,IDUA11,[],[],[],[]
219,IFRA11,[],[],[],[]
220,IFRI11,[],[],[],[]
221,IMOV11,[],[],[],[]
222,IRDM11,[],[],[],[]
223,IRIM11,[],[],[],[]
224,ISCJ11,[],[],[],[]
225,ITIP11,[],[],[],[]
226,ITIT11,[],[],[],[]
227,ITRI11,[],[],[],[]
228,JASC11,"['SARGENTO HERMINIO', 'EUSÉBIO', 'MARAPONGA', 'LOGO JACAREY', 'DROGASIL BEZERRA DE MENEZES', 'DROGASIL BERNARDO MANUEL', 'FRANCISCO SÁ', 'SARGENTO HERMINIO 2', 'MARAPONGA 2', 'PÃO DE AÇÚCAR SÃO JOÃO', 'TREZE DE MAIO', 'LAGOA', 'DROGASIL SANTOS DUMONT', 'WASHINGTON SOARES', 'CAXANGÁ', 'PAULISTA']",[],[],[]
229,JBFO11,[],[],[],[]
230,JCCJ11,[],[],[],[]
231,JCIN11,[],[],[],[]
232,JFLL11,"['VHOUSE FARIA LIMA', 'VO699']",[],[],[]
233,JGPX11,[],[],[],[]
234,JPPA11,[],[],[],[]
235,JRDM11,['SHOPPING JARDIM SUL'],[],[],[]
236,JSAF11,[],[],[],[]
237,JSCR11,[],[],[],[]
238,JSRE11,"['ED. PAULISTA', 'TOWER BRIDGE CORPORATE', 'WTNU III', 'ED. PRAIA DE BOTAFOGO', 'TORRES MARBLE E EBONY - COMPLEXO ROCHAVERÁ']",[],[],[]
239,JURO11,[],[],[],[]
240,KCRE11,[],[],[],[]
241,KDIF11,[],[],[],[]
242,KEVE11,[],[],[],[]
243,KFOF11,[],[],[],[]
244,KINP11,[],[],[],[]
245,KISU11,[],[],[],[]
246,KIVO11,[],[],[],[]
247,KNCA11,[],[],[],[]
248,KNCR11,[],[],[],[]
249,KNHF11,"['SÃO LUIZ (TORRES I, II E III)', 'HL FARIA LIMA']",[],[],[]
250,KNHY11,[],[],[],[]
251,KNIP11,[],[],[],[]
252,KNOX11,[],[],[],[]
253,KNPR11,[],[],[],[]
254,KNRE11,[],[],[],[]
255,KNRI11,"['ATHENAS', 'SANTA CRUZ CENTRO DE DISTRIBUIÇÃO', 'CORPORATE TOWER EDFÍCIO BOULEVARD', 'BELA PAULISTA', 'DIOGO MOREIRA EDIFÍCIO', 'TRADE CENTER BOTAFOGO', 'EDIFÍCIO CORPORATE LAGOA', 'CORPORATE BUENOS AIRES', 'MADISON EDIFÍCIO', 'CD CABREÚVA', 'SÃO LUIZ EDIFÍCIO', 'BIOSQUARE', 'JUNDIAÍ GLOBAL', 'CENTRO DE DISTRIBUIÇÃO ITAQUA', 'FLORIANO JOAQUIM', 'CENTRO DE DISTRIBUIÇÃO MOGI DAS CRUZES', 'PARK INDUSTRIAL JUNDIAÍ', 'CENTRO DE DISTRIBUIÇÃO POUSO ALEGRE', 'SUMARÉ PIB', 'EDIFÍCIO ROCHAVERÁ']",[],[],[]
256,KNSC11,[],[],[],[]
257,KNUQ11,[],[],[],[]
258,KOPA11,[],[],[],[]
259,KORE11,"['CENTRO EMPRESARIAL BOTAFOGO', 'ALAMEDA SANTOS', 'MORUMBI OFFICE TOWER', 'CORPORATE PLAZA']",[],[],[]
260,LASC11,"['SHOPPING BOULEVARD CAMPOS', 'PARQUE SHOPPING BELÉM']",[],[],[]
261,LAVF11,[],[],[],[]
262,LFTT11,"['APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL', 'APARTAMENTO RESIDENCIAL']",[],[],[]
263,LGCP11,"['GALPÃO LOGÍSTICO LOG GOIÂNIA', 'GALPÃO INDUSTRIAL LOG VIANA', 'GAIOLLI', 'LOG CONTAGEM I', 'RIO CAMPO GRANDE']",[],[],[]
264,LIFE11,[],[],[],[]
265,LLAO11,"['CASA RIVIERA', 'AVENIDA REBOUÇAS']",[],[],[]
266,LOFT11B,[],[],[],[]
267,LPLP11,[],[],[],[]
268,LSAG11,[],[],[],[]
269,LSPA11,[],[],[],[]
270,LUGG11,"['RESIDENCIAL LUGGO ECOVILLE', 'RESIDENCIAL LUGGO CENARIUM', 'RESIDENCIAL LUGGO LINDÓIA', 'RESIDENCIAL LUGGO CIPRESTE', 'LUGGO INTER RESIDENCE']",[],[],[]
271,LVBI11,"['ATIVO PIRITUBA', 'ATIVO ARAUCÁRIA', 'GALPÃO - EXTREMA', 'ATIVO ITAPEVI', 'ATIVO MAUÁ', 'ATIVO BETIM', 'ATIVO JANDIRA', 'ATIVO ARATU', 'ATIVO CAJAMAR', 'ATIVO SBC']","['07750000', '09812510']","[3.8, 3.9]","[{'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Assunção'}]"
272,MALL11,"['SHOPPING PARK SUL', 'BOULEVARD SHOPPING FEIRA', 'SHOPPING TABOÃO', 'MACEIO SHOPPING', 'SHOPPING TACARUNA', 'SHOPPING PARK LAGOS', 'SUZANO SHOPPING', 'MADUREIRA SHOPPING', 'CAMPINAS SHOPPING', 'BOULEVARD SHOPPING BAURU', 'SHOPPING METROPOLITANO BARRA', 'RIO2 SHOPPING', 'PENINSULA OPEN MALL', 'CAXIAS SHOPPING']","['27253005', '03066030', '06768200', '57032901', '50110900', '28911320', '08673020', '21351050', '13050913', '17013113', '22775040', '22775054', '22776070', '25085008']","[4.5, 4.4, 4.4, 4.5, 4.5, 4.4, 4.2, 4.4, 4.3, 4.7, 4.6, 4.4, 4.4, 4.3]","[{'estado': 'RJ', 'localidade': 'São Geraldo'}, {'estado': 'SP', 'localidade': 'Tatuapé'}, {'estado': 'SP', 'localidade': 'Cidade Intercap'}, {'estado': 'AL', 'localidade': 'Mangabeiras'}, {'estado': 'PE', 'localidade': 'Santo Amaro'}, {'estado': 'RJ', 'localidade': 'Parque Burle'}, {'estado': 'SP', 'localidade': 'Parque Suzano'}, {'estado': 'RJ', 'localidade': 'Madureira'}, {'estado': 'SP', 'localidade': 'Jardim do Lago'}, {'estado': 'SP', 'localidade': 'Chácara das Flores'}, {'estado': 'RJ', 'localidade': 'Barra da Tijuca'}, {'estado': 'RJ', 'localidade': 'Jacarepaguá'}, {'estado': 'RJ', 'localidade': 'Barra da Tijuca'}, {'estado': 'RJ', 'localidade': 'Parque Duque'}]"
273,MANA11,[],[],[],[]
274,MATV11,[],[],[],[]
275,MAXR11,"['LOJA DE BELÉM', 'LOJA DE NILÓPOLIS', 'LOJA DE BRASÍLIA', 'LOJA DE TAGUATINGA', 'LOJA DE JOÃO PESSOA', 'LOJA DE VITÓRIA', 'LOJA DE MACEIÓ', 'LOJA MANAUS', 'CURSINHO TAGUATINGA']","['66013080', '26525001', '70715900', '71950904', '58010770', '05590020', '57020000', '69057040', '72115035']","[4.2, 4.3, 4.7, 4.5, 4.4, 4.8, 4.1, 4.4, 4.3]","[{'estado': 'PA', 'localidade': 'Campina'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'DF', 'localidade': 'Asa Norte'}, {'estado': 'DF', 'localidade': 'Areal (Águas Claras)'}, {'estado': 'PB', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Vila Gomes'}, {'estado': 'AL', 'localidade': 'Centro'}, {'estado': 'AM', 'localidade': 'Adrianópolis'}, {'estado': 'DF', 'localidade': 'Taguatinga Norte (Taguatinga)'}]"
276,MBRF11,"['EDIFÍCIO BANCO MERCANTIL - RIO BRANCO', 'EDIFÍCIO SEDE']","['20040004', '01302906']","[4.3, 4]","[{'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Consolação'}]"
277,MCCI11,[],[],[],[]
278,MCHF11,[],[],[],[]
279,MCHY11,[],[],[],[]
280,MFAI11,[],[],[],[]
281,MFII11,"['MAXHAUS', 'DAHMA FIT I', 'DONA AMÉLIA', 'TERRAS DA ESTÂNCIA', 'GOLDEN BOITUVA', 'LUAR DO ARRAIAL', 'AVENIDA CORIFEU', 'VILAS DO RIO', 'LUAR DE RIO LARGO', 'LUAR DO PARQUE', 'BARENA', 'LAURO DE FREITAS', 'RESERVA DA ILHA', 'LUAR DAS OLIVEIRAS', 'JARDINS DE TARSILA', 'PAES DE BARROS', 'JABAQUARA', 'DESCAMPADO', 'ADELIA CHOFI', 'PONTA GROSSA', 'LUSSANVIRA', 'HERMANO DA SILVA', 'RESIDENCIAL CAMPO VERDE', 'DAHMA FIT II']","['03164120', '15108000', '01311300', '13140000', '18550790', '52070080', 'SP', '13056460', '57100000', '51160070', '08110320', 'Bahia', '86340000', '52051230', '01419001', 'SP', '04346095', '04296090', 'SP', 'Paraná', '04313', '04008080', '01420000', '15108000']","[4.5, 4.7, 4.6, 4.6, 4.5, 5, None, 4.6, 4.8, 4.7, 5, None, 3.7, None, 4.9, None, None, None, None, None, 4.1, None, 4.4, 4.7]","[{'estado': 'SP', 'localidade': 'Mooca'}, {'estado': 'SP', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Flora Ville'}, {'estado': 'PE', 'localidade': 'Casa Amarela'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Parque Universitário de Viracopos'}, {'estado': 'AL', 'localidade': ''}, {'estado': 'PE', 'localidade': 'Imbiribeira'}, {'estado': 'SP', 'localidade': 'Vila Silva Teles'}, {'estado': None, 'localidade': None}, {'estado': 'PR', 'localidade': ''}, {'estado': 'PE', 'localidade': 'Casa Amarela'}, {'estado': 'SP', 'localidade': 'Cerqueira César'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Vila Parque Jabaquara'}, {'estado': 'SP', 'localidade': 'Vila Vera'}, {'estado': None, 'localidade': None}, {'estado': None, 'localidade': None}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Vila Mariana'}, {'estado': 'SP', 'localidade': 'Jardim Paulista'}, {'estado': 'SP', 'localidade': ''}]"
282,MGCR11,[],[],[],[]
283,MGFF11,[],[],[],[]
284,MGHT11,['HOTEL VILA MADALENA'],['05433010'],[4.2],"[{'estado': 'SP', 'localidade': 'Vila Madalena'}]"
285,MGLG11,"['ITAMBÉ SÃO PAULO', 'SUPERMARKET PAVUNA', 'VOLKSWAGEM RESENDE']","['05154010', '21525640', '27536010']","[4.4, 4.1, 4.2]","[{'estado': 'SP', 'localidade': 'Pirituba'}, {'estado': None, 'localidade': None}, {'estado': 'RJ', 'localidade': 'Paraíso'}]"
286,MGRI11,[],[],[],[]
287,MINT11,"['COLÉGIO POP', 'CENTRO UNIVERSITÁRIO UNA', 'ESCOLA PARQUE']","['08011010', '32510010', '09060850']","[4.7, 3.7, 4.7]","[{'estado': 'SP', 'localidade': 'São Miguel Paulista'}, {'estado': 'MG', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Vila Valparaíso'}]"
288,MMPD11,[],[],[],[]
289,MORC11,[],[],[],[]
290,MORE11,[],[],[],[]
291,MXRF11,"['ABSOLUTO MARIA MONTEIRO', 'EDIFÍCIO ST. LOUIS', 'EDIFÍCIO CENTRO EXECUTIVO DO PAÇO']","['13025151', '01454020', '09040210']","[4.7, 4.2, 4.4]","[{'estado': 'SP', 'localidade': 'Cambuí'}, {'estado': 'SP', 'localidade': 'Jardim Paulistano'}, {'estado': 'SP', 'localidade': 'Vila Bastos'}]"
292,NAVT11,[],[],[],[]
293,NCHB11,[],[],[],[]
294,NCRA11,[],[],[],[]
295,NCRI11,[],[],[],[]
296,NEWL11,"['NEWPORT LOG GOIÂNIA', 'BRINOX CAXIAS DO SUL', 'NEWPORT LOG SOROCABA']","['74690', '95042190', '18086432']","[4.3, 4.4, 4.6]","[{'estado': None, 'localidade': None}, {'estado': 'RS', 'localidade': 'Pioneiro'}, {'estado': 'SP', 'localidade': 'Parque Empresarial das Mangueiras'}]"
