Título,Ativos
TVRI11,"['CSL SÃO PAULO', 'EDIFÍCIO CACEX', 'AGÊNCIA SANTO AMARO PAULISTA', 'AGÊNCIA MOEMA', 'AGÊNCIA NOSSA SENHORA LAPA', 'AGÊNCIA CAMPOS ELISEOS', 'AGÊNCIA PINHEIROS', 'AGÊNCIA PARAÍSO', 'AGÊNCIA BAIRRO BOM RETIRO', 'AGÊNCIA PRAÇA DA ÁRVORE', 'AGÊNCIA BROOKLIN PAULISTA', 'AGÊNCIA SANTANA', 'AGÊNCIA ANA ROSA', 'AGÊNCIA VILA CARRAO', 'AGÊNCIA PENHA FRANCA', 'AGÊNCIA FREGUESIA DO Ó', 'AGÊNCIA CASA VERDE', 'AGÊNCIA IPIRANGA', 'AGÊNCIA BONFIM', 'AGÊNCIA CAMPINAS', 'AGÊNCIA CENTRO - SOROCABA', 'AGÊNCIA CATEDRAL - SOROCABA', 'PSO. PIRACICABA', 'AGÊNCIA SÃO JOSÉ DOS CAMPOS', 'AGÊNCIA ARACATUBA', 'AGÊNCIA PRAÇA RUI BARBOSA', 'SÃO CAETANO DO SUL', 'AGÊNCIA SÃO JOSÉ DO RIO PRETO', 'AGÊNCIA RIBEIRÃO PRETO', 'EDIFÍCIO SEDE III', 'AGÊNCIA ASA NORTE 504', 'AGÊNCIA CONJUNTO NACIONAL', 'AGÊNCIA ASA SUL 507', 'AGÊNCIA BELO HORIZONTE', 'CSL BELO HORIZONTE', 'AGÊNCIA TAMOIOS BH', 'AGÊNCIA CARIJOS', 'AGÊNCIA UBERLÂNDIA', 'AGÊNCIA ZONA SUL', 'AGÊNCIA LEBLON', 'AGÊNCIA CINELÂNDIA', 'AGÊNCIA JACAREPAGUÁ', 'AGÊNCIA CAMPOS DOS GOYTACAZES', 'AGÊNCIA NITERÓI', 'AGÊNCIA DUQUE DE CAXIAS', 'CSL CURITIBA', 'AGÊNCIA MARINGÁ', 'AGÊNCIA PONTA GROSSA', 'AGÊNCIA TOLEDO', 'CSL BRASÍLIA', 'AGÊNCIA FLORIANÓPOLIS', 'AGÊNCIA PRAÇA XV NOVEMBRO', 'SUPER VAR. E GOV.', 'AGÊNCIA CAXIAS DO SUL', 'AGÊNCIA PASSO FUNDO', 'AGÊNCIA BELÉM', 'AGÊNCIA MANAUS', 'AGÊNCIA AFONSO PENA', 'AGÊNCIA ALDEOTA', 'AGÊNCIA GENERAL VALADÃO', 'SUPER VAR. E GOV.']"
URHF11,[]
URPR11,[]
VCJR11,[]
VCRA11,[]
VCRI11,[]
VCRR11,"['ATMOSFERA VILA MARIANA', 'HIGHLINE ICONYC', 'CYRELA FOR YOU', 'CYRELA ON THE PARC']"
VGHF11,[]
VGIA11,[]
VGIP11,[]
VGIR11,[]
VGRI11,[]
VIDS11,[]
VIFI11,[]
VIGT11,[]
VILG11,"['INDUSTRIAL CD ELDORADO', 'AIRPORT TOWN', 'CENTRO DE DISTRIBUIÇÃO PRIVALIA', 'BTS CREMER', 'EXTREMA BUSINESS PARK', 'INDUSTRIAL CASTELO 57 BUSINESS PARK', 'FERNÃO DIAS BUSINESS PARK', 'CAXIAS PARK', 'FULWOOD PARQUE LOGÍSTICO OSASCO', 'INDUSTRIAL CD CARIACICA', 'AIRPORT TOWN GUARULHOS III', 'ALIANZA PARK', 'PARQUE LOGÍSTICO PERNAMBUCO', 'INDUSTRIAL CD CACHOEIRINHA', 'PORTO CANOA']"
VINO11,"['CARDEAL CORPORATE', 'BM 336', 'HADDOCK LOBO 347', 'BMA CORPORATE', 'LAB 1404', 'BROOKLIN BUSINESS SQUARE', 'OSCAR FREIRE 585', 'C&A', 'VITA CORÁ', 'SEDE GLOBO']"
VISC11,"['SHOPPING GRANJA VIANNA', 'CENTER SHOPPING RIO', 'SHOPPING IGUATEMI BOSQUE', 'ILHA PLAZA SHOPPING', 'SHOPPING PARALELA', 'MINAS SHOPPING', 'SHOPPING PÁTIO BELÉM', 'PRUDENSHOPPING', 'SHOPPING PRAIA DA COSTA', 'RIBEIRÃOSHOPPING', 'SHOPPING TACARUNA', 'SHOPPING ABC', 'WEST SHOPPING', 'NORTH SHOPPING MARACANAÚ', 'VILLA ROMANA', 'SHOPPING BOULEVARD', 'PANTANAL SHOPPING', 'SHOPPING PORTO VELHO', 'SHOPPING CONJUNTO NACIONAL', 'VIA SUL SHOPPING', 'SHOPPING CRYSTAL', 'SHOPPING ESTAÇÃO', 'NATAL SHOPPING', 'MADUREIRA SHOPPING', 'CAMPINAS SHOPPING', 'SHOPPING PLAZA SUL', 'BANGU SHOPPING', 'SHOPPING VILLAGIO CAXIAS', 'CARIOCA SHOPPING', 'SHOPPING SÃO LUIS']"
VIUR11,"['ANHANGUERA CAMPINAS', 'FACAMP', 'GRANDE CENTER', 'ÂNIMA CANOAS', 'LABORATÓRIO ALTA', 'ÂNIMA PORTO ALEGRE', 'CÂNDIDO BENÍCIO']"
VJFD11,[]
VLIQ11,[]
VLOL11,['VILA OLÍMPIA CORPORATE']
VOTS11,[]
VRTA11,[]
VRTM11,[]
VSEC11,[]
VSHO11,"['SHOPPING VALINHOS', 'SHOPPING HORTOLÂNDIA', 'SHOPPING BAY MARKET']"
VSLH11,[]
VTLT11,['RENAULT QUATRO BARRAS']
VTPL11,['VOTORANTIM PLUS - BLOCO A']
VVCO11,"['ATLÂNTICO OFFICE - MACAÉ', 'MÓDULO REBOUÇAS', 'ITOWER ALPHAVILLE', 'BOX 298']"
VVCR11,[]
VVMR11,"['ONE ELEVEN', 'TRILOGY', 'BARRA PRIVATE', 'NEOLINK OFFICE', 'THE CITTYPLEX']"
VVPR11,"['MILLS', 'AIR LIQUIDE', 'SYMRISE', 'CERVEJARIA AMBEV', 'DENGO', 'CERVEJARIA AMBEV']"
VVRI11,"['PBKIDS AV. REBOUÇAS', 'ESTÁCIO SANTA CRUZ']"
VXXV11,"['C&A SEDE', 'UNIVERSIDADE PETROBRAS']"
WPLZ11,['SHOPPING WEST PLAZA']
WSEC11,[]
WTSP11B,['TORRE COMPLEXO WTC']
XPCA11,[]
XPCI11,[]
XPCM11,['THE CORPORATE']
XPHT11,"['IBIS EXPO', 'PULLMAN IBIRAPUERA', 'IBIS BUDGET CURITIBA CENTRO', 'IBIS CANOAS', 'NOVOTEL CURITIBA', 'IBIS LONDRINA', 'NOVOTEL AEROPORTO PORTO ALEGRE', 'IBIS BUDGET BLUMENAU', 'IBIS STYLES PORTO ALEGRE', 'IBIS CHAPECÓ', 'IBIS FOZ DO IGUAÇU', 'IBIS BUDGET PARAISO', 'IBIS ASSIS BRASIL', 'IBIS BUDGET CURITIBA AEROPORTO']"
XPID11,[]
XPIE11,[]
XPIN11,"['APS', 'BRUKER/SMP', 'HANON', 'HANON', 'INTERCOS', 'LITENS', 'LITENS', 'LITENS', 'NORMA', 'REMA TIP TOP', 'VISKASE', 'MERCADO LIVRE', 'CONSTANTA', 'FOCO ENERGIA', 'SMART', 'SMART', 'SPLACK', 'NATURAL ONE', 'NATURAL ONE', 'SBF (CENTAURO)', 'SOGEFI', 'MCASSAB', 'AGP (ACER)', 'COMPALEAD', 'CORREIOS', 'MD SERVIÇOS', 'POLIMPORT (POLISHOP)', 'SINAL VERDE', 'MD SERVIÇOS', 'G TECH', 'CONFORT BRASIL', 'BRASILATA', 'RAZÃO (KISABOR)', 'ACQUALIMP', 'VOLO', 'BUNZL', 'TERUMO', 'HUAWEI', 'MSG', 'DEKRA', 'JOHNSON']"
XPLG11,"['CENTRO LOGÍSTICO CAJAMAR', 'CD DIA%', 'CONDOMÍNIO MULTIMODAL 1', 'CD DIA% RIBEIRÃO', 'CD LEROY', 'CD PANASONIC', 'SYSLOG GALEÃO', 'CENTRO DE DISTRIBUIÇÃO RENNER', 'GALPÃO WTTP2', 'CENTRO DE DISTRIBUIÇÃO VIA VAREJO', 'SANTANA BUSINESS PARK', 'CENTRO DE DISTRIBUIÇÃO UNILEVER', 'CD B2W', 'CD MERCADO LIVRE', 'HGLG WL', 'CD PANASONIC']"
XPML11,"['FASHION OUTLET CATARINA', 'SHOPPING PLAZA SUL', 'SHOPPING SANTANA PARQUE', 'CAXIAS SHOPPING', 'BELA VISTA SHOPPING', 'JARDIM SHOPS CIDADE', 'SHOPPING INTERNACIONAL', 'SÃO PAULO SHOPPING CIDADE', 'SHOPPING NATAL', 'DOWNTOWN SHOPPING', 'SHOPPING ESTAÇÃO BH', 'SHOPPING PONTA NEGRA', 'SHOPPING BAHIA', 'VIA PARQUE SHOPPING', 'CAMPINAS SHOPPING', 'CJ SHOPS JARDINS', 'PRAIA DE BELAS SHOPPING', 'SHOPPING ESTAÇÃO', 'TIETÊ PLAZA SHOPPING', 'SHOPPING D', 'GRAND PLAZA SHOPPING', 'SHOPPING METROPOLITANO BARRA', 'UBERLÂNDIA SHOPPING', 'SHOPPING CERRADO']"
XPPR11,"['CORPORATE EVOLUTION EDIFÍCIO', 'ITOWER EDIFÍCIO', 'EDIFÍCIO FARIA LIMA PLAZA']"
XPSF11,[]
XTED11,['OFFICE ATLÂNTICO']
YUFI11,"['MERCURIO 71', 'ARCADIA 92', 'MARIBRAS 44', 'OLGA 201', 'GABRIEL 11', 'COMODORO 52', 'COMODORO 53', 'ATIBAIA 32', 'ATIBAIA 72', 'ROSE MARIE 12', 'ATIBAIA 11', 'ROSALIA 12', 'BARROS VIANNA 142', 'ACARAÚ 62', 'PINHEIROS 2', 'RINCÃO 51', 'TUIUTI 604', 'RIO D OURO 401', 'SANTOS DUMONT 121', 'PAULA 22', 'SANTA ROSA 62', 'TURANDOT 610', 'ELIANE 72', ""COTE D'AZUR 123"", 'MANCHESTER 121', 'MANCHESTER 131', 'FLÓRIDA 206', 'VM CONNECTION 85', 'VM CONNECTION 92', 'VM CONNECTION 44', 'ALAMEDA FRANCA 102', 'VM CONNECTION 94', 'VM CONNECTION 36', 'VM CONNECTION 82', 'VM CONNECTION 38', 'VM CONNECTION 41', 'VM CONNECTION 62', 'VM CONNECTION 81', 'VM CONNECTION 31', 'VM CONNECTION 52']"
YUFI11B,[]
ZAGH11,[]
ZAVC11,[]
ZAVI11,"['ALVOAR', 'NISSEI', 'SERRA', 'SOUZA CRUZ', 'COPOBRÁS', 'MEDABIL', 'TABAPUÃ', 'SANTA LUZIA', 'SJC 1 E 2']"
ZIFI11,[]
