Data,Ativo,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-01-01,NSLU11,"250,70",0.0,"R$ 1,5703","0,6409%","1,9691%","4,0104%","8,1652%","0,6564%","0,6684%","0,6804%","7,3839%","1,2522%","1,9012%","32,0449%","R$ 219.711.828,6100","R$ 191,9216","1,3063","0,8182%","0,0029%","0,8211%","8,9765%","0,0000%",N/A,1
2018-01-01,HTMX11,"124,00",0.0,"R$ 0,9593","0,7815%","1,8365%","3,2691%","5,9418%","0,6122%","0,5449%","0,4952%","5,9418%","1,4463%","2,2391%","9,8371%","R$ 164.460.580,0900","R$ 146,9763","0,8437","0,6056%","-0,0647%","0,5405%","12,0831%","26,0000%",N/A,24
2018-01-01,MAXR11,"2.150,00",0.0,"R$ 7,9303","0,4174%","1,3128%","3,9233%","8,8183%","0,4376%","0,6539%","0,7349%","5,3588%","-1,0417%","-0,6286%","20,6907%","R$ 99.375.854,6600","R$ 1.677,3712","1,2818",,,,,"0,0000%",N/A,8
2018-01-01,JRDM11,"84,00",0.0,"R$ 0,3495","0,4293%","1,1294%","2,7989%","7,2084%","0,3765%","0,4665%","0,6007%","5,3965%","0,2957%","0,7263%","16,0819%","R$ 188.123.373,2000","R$ 84,6236","0,9926",,,,,"1,2700%",N/A,1
2018-01-01,ALMI11,"1.785,00",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","7,4810%","0,0000%","0,0000%","0,6234%","6,1680%","-14,3413%","-14,3413%","-1,5862%","R$ 212.871.825,2300","R$ 2.033,1597","0,8779","0,0000%","3,5033%","3,5033%","10,8769%","82,0000%",N/A,1
2018-01-01,TRNT11,"175,00",0.0,"R$ 0,4955","0,2756%","1,0278%","1,8761%","4,1652%","0,3426%","0,3127%","0,3471%","3,6760%","3,9306%","4,2170%","13,9110%","R$ 666.369.828,4600","R$ 169,3201","1,0335","0,2926%","0,0862%","0,3791%","4,1857%","29,4000%",N/A,1
2018-01-01,FVBI11,"102,89",0.0,"R$ 0,3549","0,3507%","1,1038%","2,2384%","5,0901%","0,3679%","0,3731%","0,4242%","4,4995%","-5,4393%","-5,1076%","20,1331%","R$ 207.815.026,5000","R$ 96,6582","1,0645","0,3671%","0,1685%","0,5362%","5,1538%","17,8000%",N/A,1
2018-01-01,FCFL11,"2.315,00",79.0,"R$ 10,8065","0,4852%","1,5473%","3,1667%","6,7850%","0,5158%","0,5278%","0,5654%","6,1855%","-1,5038%","-1,0258%","36,1448%","R$ 243.183.017,1100","R$ 1.456,1857","1,5898","0,7421%","0,0033%","0,7454%","8,9112%","0,0000%",N/A,1
2018-01-01,THRA11,"108,01",2723.0,"R$ 0,4445","0,4121%","1,2708%","2,5408%","3,3018%","0,4236%","0,4235%","0,2752%","3,3018%","3,9614%","4,3899%","36,0721%","R$ 134.869.665,9200","R$ 91,5781","1,1794","0,4854%","0,0200%","0,5055%","4,0616%","0,0000%",N/A,1
2018-01-01,CEOC11,"89,00",1580.0,"R$ 0,5506","0,6425%","1,3633%","1,3633%","1,3633%","0,4544%","0,2272%","0,1136%","1,3633%","-0,2212%","0,4198%","27,0801%","R$ 138.773.225,4900","R$ 76,4298","1,1645","0,7203%","0,7018%","1,4272%","1,6062%","0,0000%",N/A,1
2018-01-01,GGRC11,"127,79",0.0,"R$ 0,8400","0,6971%","2,0496%","3,7772%","0,0000%","0,6832%","0,6295%","0,0000%","4,3278%","-2,4291%","-1,7490%","20,4052%","R$ 150.242.629,3200","R$ 106,2681","1,2025","0,7905%","0,0297%","0,8204%","14,7618%","0,0000%","0,0000%",5
2018-01-01,OUJP11,"100,10",1137.0,"R$ 0,7083","0,7048%","2,1556%","3,7429%","0,0000%","0,7185%","0,6238%","0,0000%","6,1102%","4,6875%","5,4253%","6,7896%","R$ 72.711.551,1100","R$ 100,9883","0,9912","0,6931%","0,1111%","0,8050%","6,3374%",N/A,N/A,0
2018-01-01,HCRI11,"345,00",0.0,"R$ 2,2107","0,6158%","1,8602%","4,1565%","8,8846%","0,6201%","0,6927%","0,7404%","8,0269%","-2,7154%","-2,1163%","35,7061%","R$ 59.607.784,3000","R$ 298,0389","1,1576","0,7417%","0,0052%","0,7470%","8,8607%","0,0000%",N/A,1
2018-01-01,RBRF11,"97,02",809.0,"R$ 0,3408","0,3514%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,8838%","-3,2901%","-2,9503%","-2,1403%","R$ 77.788.246,6100","R$ 96,0358","1,0102","0,3549%","0,4700%","0,8266%","1,3320%",N/A,N/A,0
2018-01-01,VISC11,"106,90",0.0,"R$ 0,6100","0,5865%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","1,1976%","4,2080%","4,8192%","3,1955%","R$ 310.462.619,3900","R$ 96,5659","1,1070","0,6317%","-0,1122%","0,5187%","0,5187%",N/A,N/A,6
