Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-11-01,FLRP11,Shoppings,"1.260,00",5.0,"R$ 5,6319","0,4470%","1,3928%","2,7757%","6,4641%","0,4643%","0,4626%","0,5387%","5,6874%","-0,0032%","0,4438%","13,9749%","R$ 77.305.377,0300","R$ 1.388,1126","0,9077","0,4057%","0,0409%","0,4468%","3,9997%","3,1800%",N/A,1
2018-11-01,FEXC11,Títulos e Val. Mob.,"109,00",0.0,"R$ 0,8500","0,7589%","2,5297%","5,0900%","9,4604%","0,8432%","0,8483%","0,7884%","8,1578%","4,2928%","5,0843%","16,8069%","R$ 148.374.778,0900","R$ 101,5375","1,0735","0,8371%","0,3081%","1,1478%","9,6813%",N/A,N/A,0
2018-11-01,EDGA11,Lajes Corporativas,"45,27",0.0,"R$ 0,2194","0,5084%","1,3232%","2,0465%","3,4779%","0,4411%","0,3411%","0,2898%","2,7033%","16,6486%","17,2417%","-8,5761%","R$ 310.903.152,3000","R$ 81,5579","0,5551",,,,,"19,5000%",N/A,1
2018-11-01,NSLU11,Hospital,"222,30",0.0,"R$ 1,5686","0,6679%","2,1032%","4,2052%","7,8190%","0,7011%","0,7009%","0,6516%","5,9465%","10,2582%","10,9946%","-5,7849%","R$ 236.227.454,4600","R$ 206,3482","1,0773",,,,,"0,0000%",N/A,1
2018-11-01,HTMX11,Hotel,"141,00",0.0,"R$ 1,2289","0,9381%","2,4245%","3,7260%","6,7750%","0,8082%","0,6210%","0,5646%","5,2580%","12,3306%","13,3844%","5,3818%","R$ 150.208.352,5800","R$ 134,2393","1,0504","0,9154%","-0,2434%","0,6698%","4,9100%","24,0000%",N/A,24
2018-11-01,MAXR11,Outros,"2.099,00",0.0,"R$ 6,4830","0,3412%","1,2175%","3,9278%","8,4072%","0,4058%","0,6546%","0,7006%","5,1756%","1,6043%","1,9510%","-0,0790%","R$ 110.289.633,4800","R$ 1.861,5855","1,1275",,,,,"0,0000%",N/A,8
2018-11-01,JRDM11,Shoppings,"74,00",0.0,"R$ 0,3809","0,5253%","1,7817%","3,3423%","6,3248%","0,5939%","0,5570%","0,5271%","4,5178%","0,6944%","1,2234%","-6,9428%","R$ 189.113.699,9300","R$ 85,0691","0,8699",,,,,"2,5000%",N/A,1
2018-11-01,ALMI11,Lajes Corporativas,"1.270,06",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","2,2692%","2,2692%","-28,2913%","R$ 214.297.860,7000","R$ 2.046,7799","0,6205","0,0000%","-0,0517%","-0,0517%","0,8982%","82,0000%",N/A,1
2018-11-01,TRNT11,Lajes Corporativas,"167,53",69.0,"R$ 0,5910","0,3476%","0,9210%","1,6082%","2,9014%","0,3070%","0,2680%","0,2418%","2,4217%","-2,8571%","-2,5194%","-2,1618%","R$ 740.760.557,4400","R$ 188,2223","0,8901","0,3140%","0,0773%","0,3915%","3,6752%","79,9000%",N/A,1
2018-11-01,FVBI11,Lajes Corporativas,"111,00",0.0,"R$ 0,3718","0,3475%","1,0780%","2,5436%","4,7536%","0,3593%","0,4239%","0,3961%","3,6589%","7,0000%","7,3718%","8,2723%","R$ 202.375.730,6000","R$ 94,1282","1,1792",,,,,"22,4000%",N/A,1
2018-11-01,FCFL11,Outros,"1.932,25",73.0,"R$ 11,2804","0,5827%","1,7438%","3,5089%","6,4223%","0,5813%","0,5848%","0,5352%","5,4753%","6,4309%","7,0511%","-9,0053%","R$ 262.280.635,0300","R$ 1.570,5427","1,2303","0,7183%","1.532,2532%","1.543,9769%","20,0285%","0,0000%",N/A,1
2018-11-01,THRA11,Lajes Corporativas,"110,98",1071.0,"R$ 0,6485","0,6032%","1,6217%","2,9869%","5,2233%","0,5406%","0,4978%","0,4353%","4,4299%","7,5000%","8,1485%","-0,5684%","R$ 134.469.583,2200","R$ 91,3065","1,2155","0,7102%","-0,1012%","0,6083%","12,5276%","0,0000%",N/A,1
2018-11-01,CEOC11,Lajes Corporativas,"78,95",1129.0,"R$ 0,5559","0,7037%","2,0876%","3,9718%","7,6138%","0,6959%","0,6620%","0,6345%","6,3900%","-3,6585%","-2,9806%","-6,4492%","R$ 151.795.718,1000","R$ 83,6019","0,9444","0,6649%","-0,0506%","0,6140%","10,2447%","0,0000%",N/A,1
2018-11-01,GGRC11,Logística,"128,55",14885.0,"R$ 1,0400","0,8410%","2,2557%","4,1246%","7,7418%","0,7519%","0,6874%","0,6452%","6,3996%","1,7359%","2,5915%","-0,6745%","R$ 457.785.424,3600","R$ 119,0219","1,0801","0,8738%","-1,9112%","-1,0541%","15,3118%","0,0000%","0,0000%",13
2018-11-01,OUJP11,Títulos e Val. Mob.,"100,82",1218.0,"R$ 0,9417","0,9599%","1,8937%","3,6288%","7,6693%","0,6312%","0,6048%","0,6391%","6,2353%","1,1340%","2,1048%","-1,7040%","R$ 75.255.948,8700","R$ 104,5222","0,9646","0,9009%","0,1984%","1,1011%","9,6072%",N/A,N/A,0
2018-11-01,HCRI11,Hospital,"311,50",0.0,"R$ 2,5321","0,8138%","2,2873%","4,4019%","8,2943%","0,7624%","0,7336%","0,6912%","7,0140%","-1,1909%","-0,3868%","1,9479%","R$ 62.898.725,2000","R$ 314,4936","0,9905","0,8051%","-0,0002%","0,8049%","7,5699%","0,0000%",N/A,1
2018-11-01,RBRF11,Títulos e Val. Mob.,"98,06",1617.0,"R$ 0,6500","0,6633%","1,9221%","4,5722%","8,2281%","0,6407%","0,7620%","0,6857%","7,4851%","2,0727%","2,7497%","9,4157%","R$ 77.985.433,1000","R$ 96,2793","1,0185","0,6751%","3,2741%","3,9714%","3,5699%",N/A,N/A,0
2018-11-01,VISC11,Shoppings,"103,59",22331.0,"R$ 0,6100","0,5992%","1,8509%","3,6357%","7,0416%","0,6170%","0,6059%","0,5868%","5,8439%","6,5962%","7,2348%","3,7579%","R$ 798.040.786,1300","R$ 97,7922","1,0593","0,6238%","-1,1898%","-0,5735%","5,0166%","5,0000%",N/A,9
2018-11-01,XPML11,Shoppings,"99,93",7152.0,"R$ 0,6000","0,6098%","1,7068%","3,0007%","0,0000%","0,5689%","0,5001%","0,0000%","4,9860%","5,8065%","6,4516%","-0,9127%","R$ 524.341.751,9600","R$ 105,1849","0,9500","0,5704%","-7,4090%","-6,8808%","15,0357%","3,5000%",N/A,3
2018-11-01,BCFF11,Títulos e Val. Mob.,"82,50",9920.0,"R$ 0,5300","0,6408%","2,0057%","3,9414%","7,5337%","0,6686%","0,6569%","0,6278%","6,2663%","6,3111%","6,9923%","7,3675%","R$ 499.106.348,3900","R$ 83,8924","0,9834","0,6318%","3,6118%","4,2663%","-0,6271%",N/A,N/A,0
2018-11-01,MALL11,Shoppings,"101,50",5596.0,"R$ 0,6200","0,6215%","1,8734%","3,7356%","0,0000%","0,6245%","0,6226%","0,0000%","5,9088%","0,7779%","1,4042%","5,8137%","R$ 178.024.312,4600","R$ 95,7051","1,0605","0,6478%","0,0222%","0,6702%","5,9152%","0,0000%",N/A,1
2018-11-01,UBSR11,Títulos e Val. Mob.,"105,30",1993.0,"R$ 1,7000","1,6701%","3,8925%","0,0000%","0,0000%","1,2975%","0,0000%","0,0000%","4,8132%","-1,7376%","-0,0965%","-1,2812%","R$ 68.224.209,9000","R$ 95,3145","1,1048","1,7836%","-0,4324%","1,3434%","4,0406%",N/A,N/A,0
2018-11-01,BZLI11,Títulos e Val. Mob.,"13,61",39138.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,6787%","0,6787%","1,1364%","R$ 294.733.648,0800","R$ 12,2769","1,1086",,,,,N/A,N/A,0
2018-11-01,ALZR11,Outros,"91,73",1822.0,"R$ 0,6466","0,7091%","2,1115%","4,1812%","0,0000%","0,7038%","0,6969%","0,0000%","6,4312%","-0,5453%","0,1599%","-6,0794%","R$ 97.105.409,7600","R$ 97,3935","0,9418","0,6639%","-0,0054%","0,6585%","8,7095%","0,0000%",N/A,2
2018-11-01,MGFF11,Títulos e Val. Mob.,"86,04",0.0,"R$ 0,7200","0,8182%","1,9195%","2,9488%","0,0000%","0,6398%","0,4915%","0,0000%","3,2775%","7,3302%","8,2084%","-9,0759%","R$ 111.456.376,3000","R$ 92,4238","0,9309","0,7791%","4,7190%","5,5348%","-0,5067%",N/A,N/A,0
2018-11-01,IRDM11,Títulos e Val. Mob.,"101,99",4350.0,"R$ 0,9246","0,9016%","2,5111%","4,5099%","0,0000%","0,8370%","0,7516%","0,0000%","5,2233%","3,5859%","4,5198%","9,0751%","R$ 104.102.614,1200","R$ 96,3913","1,0581","0,9593%","0,7598%","1,7263%","6,6229%",N/A,N/A,0
2018-11-01,HFOF11,Títulos e Val. Mob.,"89,19",5517.0,"R$ 0,5400","0,6129%","1,8531%","4,3040%","0,0000%","0,6177%","0,7173%","0,0000%","4,8596%","3,3431%","3,9765%","-7,5293%","R$ 214.217.190,5300","R$ 90,5856","0,9846","0,5961%","3,0741%","3,6886%","-5,7342%",N/A,N/A,0
2018-11-01,WPLZ11,Shoppings,"72,50",246.0,"R$ 0,3300","0,4783%","1,7207%","3,7499%","4,6367%","0,5736%","0,6250%","0,3864%","4,1998%","13,0984%","13,6393%","-5,2981%","R$ 82.455.279,5800","R$ 83,3438","0,8699",,,,,"7,9600%",N/A,1
2018-11-01,XPLG11,Logística,"94,56",7837.0,"R$ 0,6000","0,6387%","2,0024%","0,0000%","0,0000%","0,6675%","0,0000%","0,0000%","2,4689%","6,7621%","7,4440%","-3,7190%","R$ 351.315.525,3800","R$ 95,9577","0,9854","0,6253%","-0,1139%","0,5107%","3,5334%",N/A,N/A,3
2018-11-01,OUCY11,Títulos e Val. Mob.,"85,30",310.0,"R$ 0,6011","0,7068%","1,6639%","0,0000%","0,0000%","0,5546%","0,0000%","0,0000%","3,0081%","-5,6683%","-5,0016%","-12,3699%","R$ 51.586.254,2900","R$ 96,6187","0,8829","0,6221%","1,1523%","1,7815%","3,9994%",N/A,N/A,0
2018-11-01,HBTT11,Outros,"1.119,28",20.0,"R$ 8,0000","0,7146%","2,2293%","2,2293%","2,2293%","0,7431%","0,3716%","0,1858%","2,2293%","0,0197%","0,7344%","14,4643%","R$ 126.668.392,3000","R$ 1.136,6392","0,9847","0,7038%","2,5231%","3,2446%","5,7879%",N/A,N/A,0
2018-11-01,RBRR11,Títulos e Val. Mob.,"100,70",6587.0,"R$ 0,7994","0,7931%","2,2679%","0,0000%","0,0000%","0,7560%","0,0000%","0,0000%","3,8000%","1,8081%","2,6155%","4,6803%","R$ 142.380.643,1700","R$ 96,1751","1,0470","0,8312%","0,0581%","0,8898%","3,9628%",N/A,N/A,0
2018-11-01,RDPD11,Títulos e Val. Mob.,"92,00",166.0,"R$ 0,3900","0,4290%","1,2321%","0,0000%","0,0000%","0,4107%","0,0000%","0,0000%","2,2924%","-1,1957%","-0,7717%","-6,9973%","R$ 104.851.410,1500","R$ 97,2610","0,9459","0,4010%","0,1424%","0,5440%","2,2843%",N/A,N/A,0
2018-11-01,VTLT11,Logística,"100,61",248.0,"R$ 0,6667","0,6536%","1,9715%","3,3020%","3,3020%","0,6572%","0,5503%","0,2752%","3,3020%","0,0000%","0,6536%","5,4128%","R$ 213.056.714,8900","R$ 100,7360","0,9987","0,6618%","0,0055%","0,6673%","3,4094%",N/A,N/A,0
2018-11-01,HGRU11,Híbrido,"101,80",1642.0,"R$ 0,6800","0,6799%","2,0087%","0,0000%","0,0000%","0,6696%","0,0000%","0,0000%","2,6442%","-1,9316%","-1,2648%","2,6911%","R$ 148.220.388,7300","R$ 98,8136","1,0302","0,6882%","0,8884%","1,5827%","4,0643%","0,0000%","0,0000%",1
