Data,Ativo,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-04-01,HTMX11,"140,05",0.0,"R$ 0,4254","0,3037%","1,0839%","2,9204%","6,4260%","0,3613%","0,4867%","0,5355%","1,0839%","1,4855%","1,7937%","8,0711%","R$ 150.232.067,9100","R$ 134,2604","1,0431","0,2441%","-0,1060%","0,1378%","0,6675%","42,0000%",N/A,24
2018-04-01,MAXR11,"2.030,00",0.0,"R$ 7,7202","0,3856%","3,1998%","4,5126%","8,2173%","1,0666%","0,7521%","0,6848%","0,3856%","0,0000%","0,3856%","0,3856%","R$ 109.230.606,1900","R$ 1.843,7101","1,1010",,,,,"0,0000%",N/A,8
2018-04-01,JRDM11,"80,70",0.0,"R$ 0,3450","0,4233%","1,8009%","2,9303%","6,5426%","0,6003%","0,4884%","0,5452%","0,4233%","0,0000%","0,4233%","0,4233%","R$ 188.322.256,2400","R$ 84,7131","0,9526",,,,,"0,1200%",N/A,1
2018-04-01,ALMI11,"1.900,00",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0207%","0,0000%","0,0000%","0,0017%","0,0000%","7,0101%","7,0101%","7,0101%","R$ 212.192.050,0600","R$ 2.026,6671","0,9375","0,0000%","-0,0933%","-0,0933%","-0,0933%","82,0000%",N/A,1
2018-04-01,TRNT11,"181,00",0.0,"R$ 0,3893","0,2139%","0,6142%","1,6420%","3,3327%","0,2047%","0,2737%","0,2777%","0,4100%","2,2414%","2,4602%","2,6611%","R$ 731.515.264,1800","R$ 185,8731","0,9738","0,2095%","0,0745%","0,2841%","0,4726%","28,1000%",N/A,1
2018-04-01,FVBI11,"105,50",0.0,"R$ 0,3778","0,3581%","1,1081%","2,2119%","4,7067%","0,3694%","0,3687%","0,3922%","0,7535%","2,9268%","3,2954%","3,7039%","R$ 201.790.713,6400","R$ 93,8561","1,1241","0,4025%","17,8920%","18,3665%","18,9691%","12,4000%",N/A,1
2018-04-01,FCFL11,"2.240,00",67.0,"R$ 10,5957","0,4794%","1,4414%","3,0234%","6,5036%","0,4805%","0,5039%","0,5420%","0,9562%","-1,6462%","-1,1746%","-0,7035%","R$ 261.561.429,4000","R$ 1.566,2361","1,4302","0,6765%","1,0130%","1,6964%","2,3989%","0,0000%",N/A,1
2018-04-01,THRA11,"116,95",2769.0,"R$ 0,4202","0,3719%","1,1243%","2,3952%","4,4262%","0,3748%","0,3992%","0,3688%","0,7431%","0,0000%","0,3719%","0,7445%","R$ 134.017.136,0000","R$ 90,9992","1,2852","0,4618%","6,4028%","6,8942%","7,4185%","0,0000%",N/A,1
2018-04-01,CEOC11,"90,40",1709.0,"R$ 0,5298","0,5873%","1,7570%","3,1202%","3,1202%","0,5857%","0,5200%","0,2600%","1,1757%","0,2222%","0,8109%","1,4040%","R$ 152.357.711,3900","R$ 83,9115","1,0773","0,6313%","3,6883%","4,3429%","5,0257%","0,0000%",N/A,1
2018-04-01,GGRC11,"132,12",25368.0,"R$ 0,7600","0,5752%","1,6755%","3,6980%","0,0000%","0,5585%","0,6163%","0,0000%","1,6755%","2,2680%","2,8563%","1,2405%","R$ 435.095.891,4500","R$ 113,1228","1,1679","0,6542%","2,2935%","2,9627%","3,6144%","0,0000%","0,0000%",5
2018-04-01,OUJP11,"104,50",962.0,"R$ 1,0833","1,0367%","2,3755%","4,5311%","8,4856%","0,7918%","0,7552%","0,7071%","2,3755%","1,4662%","2,5180%","0,7548%","R$ 73.026.461,3100","R$ 101,4256","1,0303","0,6902%","0,0063%","0,6965%","1,3915%",N/A,N/A,0
2018-04-01,HCRI11,"368,00",0.0,"R$ 2,3134","0,6638%","2,0296%","3,8898%","8,4568%","0,6765%","0,6483%","0,7047%","1,3651%","6,4772%","7,1840%","7,9358%","R$ 62.911.897,7200","R$ 314,5595","1,1699","0,7354%","-0,0040%","0,7314%","1,4664%","0,0000%",N/A,1
2018-04-01,RBRF11,"100,45",2099.0,"R$ 0,6500","0,6701%","1,7353%","0,0000%","0,0000%","0,5784%","0,0000%","0,0000%","1,3437%","0,5181%","1,1917%","1,8733%","R$ 79.973.254,4900","R$ 98,7334","1,0174","0,6583%","-0,3590%","0,2970%","0,9549%",N/A,N/A,0
2018-04-01,VISC11,"107,42",15911.0,"R$ 0,6100","0,5679%","1,6694%","0,0000%","0,0000%","0,5565%","0,0000%","0,0000%","1,6694%","-3,6592%","-3,1121%","-0,7242%","R$ 315.621.773,5700","R$ 98,1706","1,0942","0,6214%","-0,2588%","0,3610%","0,9830%","4,2000%",N/A,7
2018-04-01,XPML11,"102,78",0.0,"R$ 0,4951","0,4771%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,9681%","-0,5749%","-0,1005%","0,3900%","R$ 243.727.965,1700","R$ 95,7981","1,0729","0,5168%","-0,0501%","0,4665%","1,0036%","3,0000%",N/A,0
2018-04-01,BCFF11,"87,99",0.0,"R$ 0,4950","0,5915%","1,8353%","3,7890%","8,1458%","0,6118%","0,6315%","0,6788%","1,1951%","2,0610%","2,6646%","3,2844%","R$ 533.672.392,0200","R$ 89,7025","0,9809","0,5518%","0,0588%","0,6109%","1,1664%",N/A,N/A,0
2018-04-01,MALL11,"103,65",0.0,"R$ 0,6700","0,6464%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","1,5978%","-0,2406%","0,4042%","1,4594%","R$ 178.942.463,7000","R$ 96,1987","1,0775","0,5198%","0,0478%","0,5678%","1,0783%","0,1000%",N/A,0
2018-04-01,BZLI11,"13,19",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 241.057.398,5600","R$ 12,4661","1,0581",,,,,N/A,N/A,0
2018-04-01,ALZR11,"103,50",0.0,"R$ 0,7809","0,7596%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","1,0997%","-0,6955%","0,0588%","0,3991%","R$ 95.171.937,8600","R$ 95,4543","1,0843","0,8181%","-0,0144%","0,8036%","1,1753%","0,0000%",N/A,2
