Data,Ativo,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2017-11-01,NSLU11,"229,02",0.0,"R$ 1,5633","0,6826%","2,0241%","4,1677%","8,4813%","0,6747%","0,6946%","0,7068%","6,0974%","-4,7734%","-4,1234%","21,8595%","R$ 219.697.450,5800","R$ 191,9090","1,1934","0,8146%","0,0021%","0,8167%","7,2124%","0,0000%",N/A,1
2017-11-01,HTMX11,"123,50",0.0,"R$ 0,3945","0,3194%","1,1638%","3,2404%","5,1574%","0,3879%","0,5401%","0,4298%","4,4247%","3,0025%","3,3315%","8,8506%","R$ 164.636.664,2600","R$ 147,1336","0,8394","0,3286%","0,1135%","0,4425%","11,2294%","31,0000%",N/A,24
2017-11-01,MAXR11,"1.920,00",0.0,"R$ 9,5466","0,5025%","2,7513%","3,8820%","8,9559%","0,9171%","0,6470%","0,7463%","4,5485%","1,3339%","1,8430%","19,7186%","R$ 98.653.852,7200","R$ 1.665,1845","1,1530",,,,,"0,0000%",N/A,8
2017-11-01,JRDM11,"82,00",0.0,"R$ 0,2924","0,3411%","1,3967%","3,3219%","7,9498%","0,4656%","0,5536%","0,6625%","4,6082%","1,0731%","1,4179%","21,2704%","R$ 187.100.123,1200","R$ 84,1633","0,9743",,,,,"2,6000%",N/A,0
2017-11-01,ALMI11,"1.967,11",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","10,0050%","0,0000%","0,0000%","0,8337%","6,1680%","-6,3232%","-6,3232%","16,8117%","R$ 205.764.649,9600","R$ 1.965,2784","1,0009","0,0000%","-0,1744%","-0,1744%","7,1751%","82,5000%",N/A,1
2017-11-01,TRNT11,"167,00",0.0,"R$ 0,8893","0,5489%","1,2106%","1,7927%","4,6588%","0,4035%","0,2988%","0,3882%","3,1971%","2,5443%","3,1071%","2,1567%","R$ 665.228.560,7800","R$ 169,0301","0,9880","0,5261%","0,0956%","0,6222%","3,4886%","35,6000%",N/A,1
2017-11-01,FVBI11,"105,90",0.0,"R$ 0,3852","0,3638%","1,0953%","2,3111%","5,7409%","0,3651%","0,3852%","0,4784%","3,7594%","2,7956%","3,1695%","24,8118%","R$ 207.267.077,8800","R$ 96,4033","1,0985","0,3996%","0,0752%","0,4751%","4,0437%","13,7000%",N/A,1
2017-11-01,FCFL11,"2.240,50",65.0,"R$ 11,5662","0,5508%","1,5694%","3,3579%","7,0374%","0,5231%","0,5596%","0,5865%","5,1890%","-2,3251%","-1,7872%","27,1110%","R$ 243.179.024,2500","R$ 1.456,1618","1,5386","0,7943%","-0,0020%","0,7923%","7,2557%","0,0000%",N/A,1
2017-11-01,THRA11,"104,70",1889.0,"R$ 0,4355","0,4248%","1,2534%","2,4558%","2,4558%","0,4178%","0,4093%","0,2047%","2,4558%","2,5000%","2,9355%","28,2231%","R$ 134.805.004,8400","R$ 91,5342","1,1438","0,4757%","-0,4866%","-0,0132%","3,0029%","0,0000%",N/A,1
2017-11-01,CEOC11,"88,19",1370.0,"R$ 0,1885","0,2119%","0,2119%","0,2119%","0,2119%","0,0706%","0,0353%","0,0177%","0,2119%","4,6706%","4,8923%","30,4383%","R$ 137.224.841,0400","R$ 75,5770","1,1669","0,2494%","0,0754%","0,3249%","-0,8172%","0,0000%",N/A,1
2017-11-01,GGRC11,"125,32",0.0,"R$ 0,8438","0,6724%","2,1752%","0,0000%","0,0000%","0,7251%","0,0000%","0,0000%","2,9505%","5,1177%","5,8245%","23,6919%","R$ 150.198.263,6900","R$ 106,2368","1,1796","0,7943%","0,0210%","0,8155%","12,9352%","0,0000%","0,0000%",5
2017-11-01,OUJP11,"97,00",1780.0,"R$ 0,7000","0,7216%","2,0084%","0,0000%","0,0000%","0,6695%","0,0000%","0,0000%","4,6760%","-2,0301%","-1,3231%","-5,4808%","R$ 72.619.723,5200","R$ 100,8607","0,9617","0,6747%","-0,1441%","0,5296%","2,1093%",N/A,N/A,0
2017-11-01,HCRI11,"347,01",0.0,"R$ 2,3157","0,6380%","2,1357%","4,4502%","9,6119%","0,7119%","0,7417%","0,8010%","6,8046%","10,3313%","11,0352%","35,5602%","R$ 59.599.391,2100","R$ 297,9970","1,1645","0,7771%","-0,0079%","0,7691%","7,2388%","0,0000%",N/A,1
